dataset_id	donor_id	compartment	subset	gene	n_cells	n_detected	detection_rate	mean_cpm	depth_floor	cells_retained_frac	qc_flag
VT2018	D10	Decidua	Endothelial	CCL2	24	1	0.041666666666666664	23.045722713864308	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL3	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL4	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL5	24	1	0.041666666666666664	23.045722713864308	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL20	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	XCL1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	XCL2	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCL8	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCL10	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCL12	24	1	0.041666666666666664	23.045722713864308	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCL16	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL3L1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCL4L2	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	PPBP	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCR1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCR2	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCR5	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CCR9	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCR3	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCR4	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CXCR6	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	CX3CR1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	S1PR1	24	2	0.08333333333333333	69.13716814159292	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	S1PR5	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	SELL	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	ACKR2	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	XCR1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	KLRD1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	NKG7	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	GNLY	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	PRF1	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	GZMB	24	0	0.0	0.0	1808	1.0	below_min_cells
VT2018	D10	Decidua	Endothelial	NCR1	24	0	0.0	0.0	1808	1.0	below_min_cells
