labelling,tissue,assay,donors,n_nk,n_bright,n_unclass,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright,reportable
clean_strict,mesenteric lymph node,10x 5' v2,3,950,215,325,4519.0,0.24,1.789281811101312,0.62,0.6666666666666666,0.6509433962264151,0.7291666666666666,0.74,0.6666666666666666,0.48488664987405544,0.7225806451612903,0.5491183879093199,0.7354838709677419,True
clean_strict,omentum,10x 5' v1,4,33,1,9,3326.5,0.0,1.46409011249479,0.6666666666666666,1.0,0.9722222222222222,1.0,1.0,1.0,0.3333333333333333,1.0,0.25757575757575757,1.0,False
clean_strict,sigmoid colon,10x 5' v1,1,1,0,0,4983.0,0.0,3.003106671528441,0.0,,1.0,,1.0,,0.0,,0.0,,False
clean_strict,skeletal muscle tissue,10x 5' v1,3,134,8,7,4503.0,0.0,1.0146697254772872,0.6,0.75,1.0,0.875,0.8976377952755905,0.875,0.5984251968503937,0.875,0.5,0.625,False
clean_strict,spleen,10x 3' v3,2,5098,847,1409,4247.5,0.12890143165738766,1.6536418396283974,0.6145033969631783,0.598934217661536,0.858437862159256,0.7867705335168731,0.7399285706348162,0.6864806240353731,0.23334559483442358,0.5647499270012097,0.38023818954698557,0.688774871730697,False
clean_strict,spleen,10x 5' v1,6,1361,276,425,5132.75,0.16840376927470016,2.3796447545220625,0.7263965104826228,0.7931216931216931,0.8839833759590793,0.861904761904762,0.7999011936445202,0.7846153846153847,0.6924721811216734,0.8362068965517242,0.6780370843989769,0.8108374384236454,True
clean_strict,spleen,10x 5' v2,4,1751,304,482,4039.75,0.1753855074564662,2.068360576619812,0.6656319910514541,0.7170807453416149,0.7811835850111857,0.6997929606625259,0.7903269508670521,0.7391304347826086,0.42424393425988005,0.8031573498964804,0.47271096453875006,0.7801654560129136,True
clean_strict,thoracic lymph node,10x 3' v3,2,377,100,187,4401.25,0.17114467408585055,1.7513713913649844,0.6708267090620033,0.596938775510204,0.7977742448330684,0.6479591836734694,0.7480524642289348,0.7908163265306123,0.5662162162162162,0.653061224489796,0.6558426073131955,0.6632653061224489,False
clean_strict,thoracic lymph node,10x 5' v1,6,257,72,127,4260.25,0.2511111111111111,2.587678615769456,0.6607832322118037,0.5625,0.7638888888888888,0.6875,0.7733333333333334,0.75,0.8792792792792793,1.0,0.7733333333333333,0.8571428571428571,True
clean_strict,thoracic lymph node,10x 5' v2,4,177,52,50,4035.5,0.34924001413927186,1.7640009697822854,0.6781609195402298,0.4285714285714286,0.732968881412952,0.75,0.7181571815718157,0.7083333333333333,0.7457947855340623,0.8333333333333333,0.708895552223888,0.7916666666666667,False
