gene,quadrant_a,NK_log2FC_a,quadrant_b,NK_log2FC_b,same_quadrant,same_sign,within_fold,replicated
CASC4,unclassified,0.0667979816118378,unclassified,-0.16945177529802224,True,False,False,False
EIF3J,unclassified,0.0730463248177753,unclassified,-0.1482034020048412,True,False,False,False
SPG11,unclassified,0.1556377286030552,unclassified,-0.9726224537802405,True,False,False,False
PATL2,Q1,-0.6111487068781071,unclassified,-0.5199348551045926,False,True,True,False
B2M,unclassified,-0.3634052885342833,unclassified,-0.13546280905044722,True,True,False,False
C15orf48,unclassified,1.941521286211844,unclassified,0.14460775471381018,True,True,False,False
BLOC1S6,unclassified,0.0239381433739476,unclassified,-0.15948424036761982,True,False,False,False
SQRDL,unclassified,0.0740313651622293,unclassified,0.19446264521964737,True,True,False,False
DUT,unclassified,0.0883091377943151,unclassified,0.07422830499005978,True,True,True,True
EID1,unclassified,-0.1478383026092933,unclassified,-0.29329935241455823,True,True,True,True
SECISBP2L,unclassified,-0.0801944675977487,unclassified,-0.22161258924823335,True,True,False,False
COPS2,unclassified,-0.0635274817162289,unclassified,0.45409951763243184,True,False,False,False
GABPB1,unclassified,-0.1443839679982801,unclassified,0.18233173933501642,True,False,True,False
GABPB1-AS1,unclassified,0.306144179344025,unclassified,-0.004293791321550621,True,False,False,False
USP8,unclassified,0.0033199973546338,unclassified,-0.17527640213231163,True,False,False,False
SPPL2A,unclassified,-0.2783371649244571,unclassified,0.20532754590793417,True,False,True,False
LYSMD2,unclassified,0.0177736879690505,unclassified,-0.2814892951282019,True,False,False,False
TMOD3,unclassified,-0.04077268139237,unclassified,-0.09552458343484822,True,True,False,False
ARPP19,unclassified,-0.0830325700207123,unclassified,-0.06449432759686193,True,True,True,True
RSL24D1,unclassified,-0.1845108053407896,unclassified,0.05217279799813155,True,False,False,False
RAB27A,unclassified,-0.2276388542312165,unclassified,-0.13471244154183246,True,True,True,True
PIGBOS1,unclassified,-0.0874549619604904,unclassified,-0.41631535515917434,True,True,False,False
CCPG1,unclassified,-0.0596357615975791,unclassified,-0.14303101028684784,True,True,False,False
ADAM10,unclassified,-0.2222853366359459,unclassified,-0.26738714453608026,True,True,True,True
FAM63B,unclassified,0.0426294760565869,unclassified,-0.8996045674104747,True,False,False,False
SLTM,unclassified,0.0100988653647436,unclassified,0.021974204327182396,True,True,False,False
GTF2A2,unclassified,0.0253398693616556,unclassified,-0.06299813897157992,True,False,False,False
BNIP2,unclassified,-0.3180465529819808,unclassified,0.009175126112762262,True,False,False,False
ANXA2,Q4,0.0637457515532055,unclassified,-0.2532040704432015,False,False,False,False
RORA,unclassified,0.00661878073245,unclassified,-0.1725429007603333,True,False,False,False
VPS13C,unclassified,-0.02708676179872,unclassified,-0.27721105343611024,True,True,False,False
RPS27L,unclassified,0.1453629552571146,unclassified,-0.25007787395352904,True,False,True,False
RAB8B,unclassified,-0.3347904334805221,unclassified,-0.15034797165665645,True,True,False,False
USP3,unclassified,0.0786388098242692,unclassified,-0.01708644395008434,True,False,False,False
HERC1,unclassified,0.0742023134616856,unclassified,0.5052023449454331,True,True,False,False
FAM96A,unclassified,0.262461439150479,unclassified,-0.33833581731897,True,False,True,False
SNX1,unclassified,0.0636862502373662,unclassified,-0.1345533758739412,True,False,False,False
PPIB,unclassified,0.056642346548603,unclassified,-0.13106295865299736,True,False,False,False
OAZ2,unclassified,0.1933036745985576,unclassified,-0.1573252952635658,True,False,True,False
SPG21,unclassified,0.1451888366803798,unclassified,0.06619255367914212,True,True,False,False
PDCD7,unclassified,0.0367154780140284,unclassified,-0.24019252002184482,True,False,False,False
DPP8,unclassified,-0.0389029780574243,unclassified,-0.5920041721400171,True,True,False,False
HACD3,unclassified,-0.1173738299167367,unclassified,-0.5412173293825803,True,True,False,False
RAB11A,unclassified,-0.1348807273508493,unclassified,-0.23065592451920586,True,True,True,True
MAP2K1,unclassified,-0.0566371691354664,unclassified,-0.05361074046114316,True,True,True,True
SNAPC5,unclassified,0.1375112068106732,unclassified,-0.0730855599361296,True,False,True,False
RPL4,unclassified,0.1292510834465226,unclassified,0.018072602663939084,True,True,False,False
C15orf61,unclassified,0.0218217278387878,unclassified,-0.6070039552965042,True,False,False,False
PIAS1,unclassified,0.0514619150377163,unclassified,0.410468573802718,True,True,False,False
ANP32A,unclassified,-0.1022295801066697,unclassified,-0.10528542916885683,True,True,True,True
RPLP1,unclassified,0.2577574387901925,unclassified,0.21616617607913724,True,True,True,True
PKM,unclassified,0.5159973323368866,unclassified,0.39999983289730073,True,True,True,True
HEXA,unclassified,-0.1305735571499641,unclassified,-0.34401682032966024,True,True,False,False
ARIH1,unclassified,0.1368927800599045,unclassified,0.012790675255708421,True,True,False,False
ADPGK,unclassified,0.1422632013255469,unclassified,-0.01962248540990458,True,False,False,False
UBL7,unclassified,-0.0742432940586849,unclassified,0.12778982487642682,True,False,True,False
CLK3,unclassified,0.0352806942839854,unclassified,-0.4447226391609523,True,False,False,False
CSK,unclassified,-0.4742615353605982,unclassified,-0.18429114397893662,True,True,False,False
SCAMP2,unclassified,0.0258223054754911,unclassified,-0.12307751083294635,True,False,False,False
COX5A,unclassified,0.1103638284265488,unclassified,0.39682419192746765,True,True,False,False
COMMD4,unclassified,0.010373135042432,unclassified,-0.015515248428038505,True,False,True,False
IMP3,unclassified,-0.2606520364720968,unclassified,-0.15476282270713979,True,True,True,True
UBE2Q2,unclassified,-0.3975411239819621,unclassified,0.0975421892923114,True,False,False,False
ETFA,unclassified,-0.1897349155372907,unclassified,-0.19297908150475943,True,True,True,True
SCAPER,unclassified,0.1401825696473606,unclassified,-0.24676886654158703,True,False,True,False
RCN2,unclassified,-0.0005618611722823,unclassified,-0.17541818257295416,True,True,False,False
PSTPIP1,unclassified,-0.1042720684810223,unclassified,-0.26647471260840405,True,True,False,False
TSPAN3,unclassified,0.432939204977331,unclassified,-0.3586112982957774,True,False,True,False
WDR61,unclassified,-0.1260978309965256,unclassified,0.016209243757495967,True,False,False,False
IREB2,unclassified,-0.1170957147998714,unclassified,-0.5913801612365613,True,True,False,False
PSMA4,unclassified,-0.2613894383240487,unclassified,0.014787410643430955,True,False,False,False
MORF4L1,unclassified,-0.099029823578212,unclassified,0.057625415507835856,True,False,True,False
CTSH,unclassified,0.3444187215009938,unclassified,-0.5115291792721351,True,False,True,False
TMED3,unclassified,0.2066606244479912,unclassified,-0.02455826056106936,True,False,False,False
BCL2A1,unclassified,0.4061494522032096,unclassified,0.5616916539246034,True,True,True,True
ZFAND6,unclassified,-0.1232384711132666,unclassified,-0.33129186105159536,True,True,False,False
MESDC2,unclassified,0.0236373703846631,unclassified,-0.1978974873530971,True,False,False,False
IL16,unclassified,-0.1303666406325088,unclassified,0.16743452511631632,True,False,True,False
RPS17,unclassified,0.0837778539936295,unclassified,0.010711401043333218,True,True,False,False
WHAMM,unclassified,-0.1892544335053632,unclassified,0.0049151679035825185,True,False,False,False
FAM103A1,unclassified,-0.1070037294557565,unclassified,-0.25003392361659454,True,True,False,False
C15orf40,unclassified,0.0005615974698368,unclassified,-0.2868602281702235,True,False,False,False
SEC11A,unclassified,-0.1334506884807045,unclassified,0.10831365856042839,True,False,True,False
AKAP13,unclassified,-0.0668065787162955,unclassified,-0.18041956098185502,True,True,False,False
MRPS11,unclassified,0.0510319478680483,unclassified,-0.10907708183087315,True,False,False,False
ISG20,Q4,0.0594000456514796,unclassified,0.024998300349211407,False,True,False,False
ABHD2,unclassified,-0.1551608750193027,unclassified,0.024745807958240627,True,False,False,False
POLG,unclassified,-0.2607179077411053,unclassified,-0.30117703085052167,True,True,True,True
IDH2,Q4,0.1428229587679925,unclassified,0.14200641102090356,False,True,True,False
CIB1,unclassified,0.1384113825060079,unclassified,-0.029065900609051332,True,False,False,False
IQGAP1,unclassified,-0.2351428278927745,unclassified,-0.18325033107434283,True,True,True,True
CRTC3,unclassified,0.0062008248569397,unclassified,0.15965506627829978,True,True,False,False
HDDC3,unclassified,-0.0460496157116204,unclassified,0.4606076258956061,True,False,False,False
CHD2,unclassified,0.2891413616258363,unclassified,0.15495834198946432,True,True,True,True
MCTP2,unclassified,-0.3079981127387975,unclassified,-0.055892382758275516,True,True,False,False
MEF2A,unclassified,0.5072865284522039,unclassified,-0.2652632815648011,True,False,True,False
VIMP,unclassified,0.3646768118425724,unclassified,-0.11508412459415313,True,False,False,False
SNRPA1,unclassified,0.056606903266376,unclassified,-0.07784432877427727,True,False,True,False
TM2D3,unclassified,-0.0038266610981806,unclassified,0.014074185084277097,True,False,False,False
TARSL2,unclassified,0.1898543135837282,unclassified,-0.11220039001609161,True,False,True,False
POLR3K,unclassified,0.0120357956721004,unclassified,-0.035695580157092816,True,False,False,False
SNRNP25,unclassified,0.5048822224134811,unclassified,0.5168960680083531,True,True,True,True
MPG,unclassified,0.242758225632779,unclassified,0.6393076142810618,True,True,False,False
NPRL3,unclassified,-0.0939332662868238,unclassified,-0.3006587709388388,True,True,False,False
LUC7L,unclassified,0.1471490301676157,unclassified,0.039650549252097336,True,True,False,False
MRPL28,unclassified,0.0051701608853138,unclassified,0.3546699703232408,True,True,False,False
C16orf13,unclassified,0.3606248790397328,unclassified,0.30525588629264777,True,True,True,True
RHOT2,unclassified,-0.0140979773629511,unclassified,-0.1802186104812155,True,True,False,False
STUB1,unclassified,-0.0166769023561977,unclassified,-0.12504469230228604,True,True,False,False
FAM173A,unclassified,0.0799329491178034,unclassified,0.4011492237067758,True,True,False,False
TPSB2,unclassified,1.1625426203560203,unclassified,1.593073597302285,True,True,True,True
TPSAB1,unclassified,1.2286727218991538,unclassified,0.40302869279794235,True,True,False,False
UBE2I,unclassified,-0.0240026373906518,unclassified,0.01052229643049225,True,False,False,False
TSR3,unclassified,0.2413679952841204,unclassified,-0.531177459122875,True,False,False,False
GNPTG,unclassified,0.0870749559015909,unclassified,-0.3284713134474278,True,False,False,False
NME3,unclassified,0.2192829769417661,unclassified,-0.1409396500925685,True,False,True,False
MRPS34,unclassified,0.2013685751072337,unclassified,0.13019695267545695,True,True,True,True
SPSB3,unclassified,-0.2626593452745224,unclassified,-0.302437039389308,True,True,True,True
NUBP2,unclassified,-0.0803149065303032,unclassified,-0.009232556947246468,True,True,False,False
HAGH,unclassified,0.1353607308021346,unclassified,-0.1127034880336345,True,False,True,False
NDUFB10,unclassified,0.125800698614993,unclassified,-0.05358729883115609,True,False,False,False
RPS2,unclassified,0.2795474091992511,unclassified,0.32795427565535257,True,True,True,True
SNHG9,unclassified,0.3528995358025818,unclassified,-0.4087996625143144,True,False,True,False
GFER,unclassified,-0.0216854551023155,unclassified,0.028694156033702473,True,False,True,False
TSC2,unclassified,0.1763151217832978,unclassified,0.32830528016509375,True,True,True,True
PGP,unclassified,0.1046642795886864,unclassified,0.02602689293125322,True,True,False,False
RNPS1,unclassified,0.052250342750368,unclassified,-0.4052082983612249,True,False,False,False
PDPK1,unclassified,-0.0027506256357424,unclassified,-0.4877521283410641,True,True,False,False
SRRM2,unclassified,0.2312618769877825,unclassified,-0.13490330461861613,True,False,True,False
TCEB2,unclassified,0.0468548002059522,unclassified,-0.0776136010323178,True,False,True,False
FLYWCH2,unclassified,-0.014098372397843,unclassified,-0.45762417023026863,True,True,False,False
HCFC1R1,unclassified,0.2322978533123633,unclassified,0.16729534943661653,True,True,True,True
IL32,unclassified,-0.2234025905047763,unclassified,0.23382093908183021,True,False,True,False
ZNF75A,unclassified,-0.1456282619421297,unclassified,-0.3786778781466382,True,True,False,False
CREBBP,unclassified,-0.2110373033393552,unclassified,0.06882119726989894,True,False,False,False
CORO7,unclassified,0.0368427145710849,unclassified,-0.09225571010915867,True,False,False,False
NMRAL1,unclassified,-0.0839792857532669,unclassified,-0.2471899142710817,True,True,False,False
HMOX2,unclassified,-0.4182843525613275,unclassified,-0.0903517769561163,True,True,False,False
CDIP1,unclassified,-0.0665654654464007,unclassified,0.3452331764910653,True,False,False,False
MGRN1,unclassified,0.2886256667602073,unclassified,-0.009022274242225842,True,False,False,False
NUDT16L1,unclassified,-0.2382076200066427,unclassified,-0.0865720478778243,True,True,False,False
GLYR1,unclassified,-0.1183537295822115,unclassified,-0.18068828949180257,True,True,True,True
UBN1,unclassified,-0.145272831909788,unclassified,-0.22650776945570864,True,True,True,True
CARHSP1,unclassified,0.0745907793825829,unclassified,-0.19843498373943536,True,False,False,False
C16orf72,unclassified,0.131870848322519,unclassified,-0.10161263632363733,True,False,True,False
ATF7IP2,unclassified,0.4645166749644244,unclassified,0.6070570911857975,True,True,True,True
SOCS1,unclassified,0.0738423332555672,unclassified,-0.10021997954215964,True,False,True,False
LITAF,unclassified,-0.2986707540495603,unclassified,-0.20895202501591337,True,True,True,True
TXNDC11,unclassified,0.5261872356069635,unclassified,-0.2926342582110101,True,False,True,False
ZC3H7A,unclassified,0.3259676148452976,unclassified,-0.5160664814174943,True,False,True,False
RSL1D1,unclassified,0.1300555971068001,unclassified,0.05861569128077261,True,True,False,False
GSPT1,unclassified,0.1875815381438402,unclassified,0.45269646005357145,True,True,False,False
BFAR,unclassified,-0.1227115191132627,unclassified,-0.3207270184880544,True,True,False,False
PDXDC1,unclassified,0.3704023781398323,unclassified,-0.2589998129306107,True,False,True,False
NTAN1,unclassified,-0.0783863507296318,unclassified,-0.07822837148032684,True,True,True,True
NDE1,unclassified,-0.0632715585462014,unclassified,-0.6572642237308878,True,True,False,False
RPS15A,unclassified,0.0845954749917248,unclassified,0.05772071429055219,True,True,True,True
ARL6IP1,unclassified,-0.1971462437541525,unclassified,-0.07930926034182725,True,True,False,False
SMG1,unclassified,0.0502814993192911,unclassified,-0.16391353090231328,True,False,False,False
COQ7,unclassified,0.1138360370122964,unclassified,0.24075228218936948,True,True,False,False
GDE1,unclassified,-0.069788588904431,unclassified,-0.04307850313034693,True,True,True,True
THUMPD1,unclassified,-0.2702073808082578,unclassified,-0.4305964661670459,True,True,True,True
LYRM1,unclassified,-0.0061767563991538,unclassified,0.2374991921633543,True,False,False,False
METTL9,unclassified,-0.0305621240012963,unclassified,0.2331063283279601,True,False,False,False
UQCRC2,unclassified,0.0712217049476777,unclassified,0.07610775968431276,True,True,True,True
POLR3E,unclassified,0.2753314542915185,unclassified,0.054331462148524225,True,True,False,False
GGA2,unclassified,0.1619285602146248,unclassified,0.18127153500475113,True,True,True,True
NDUFAB1,unclassified,0.1289681908755254,unclassified,-0.03275609675458739,True,False,False,False
PRKCB,unclassified,-0.3830162179516636,unclassified,-0.5169559980576859,True,True,True,True
RBBP6,unclassified,0.2269354503544224,unclassified,-0.07667208354179963,True,False,False,False
TNRC6A,unclassified,0.187672323939921,unclassified,-0.24654107502816555,True,False,True,False
LCMT1,unclassified,-0.0949276421525271,unclassified,-0.20846708895171542,True,True,False,False
NSMCE1,unclassified,0.3339301590453897,unclassified,0.5143261120506714,True,True,True,True
IL4R,unclassified,0.2240993376475456,unclassified,-0.13053357841463334,True,False,True,False
GTF3C1,unclassified,-0.5963849326593803,unclassified,-0.214993006125662,True,True,False,False
CLN3,unclassified,-0.1730758658434327,unclassified,-0.21841508477885302,True,True,True,True
APOBR,unclassified,-0.5023695492631784,unclassified,-1.0950605779992122,True,True,False,False
NUPR1,unclassified,0.9399764229986552,unclassified,-0.40191057003952146,True,False,False,False
ATXN2L,unclassified,0.3981231874759435,unclassified,-0.5288089728287197,True,False,True,False
TUFM,unclassified,0.0006164864278339,unclassified,0.17766434186722738,True,True,False,False
NFATC2IP,unclassified,0.1230260486426917,unclassified,-0.01043083757642105,True,False,False,False
SPNS1,unclassified,-0.0577668568746912,unclassified,-0.44808995390708367,True,True,False,False
LAT,unclassified,-0.3126255640086558,unclassified,-0.13974649272135373,True,True,False,False
SPN,unclassified,-0.6814334595449337,unclassified,-0.4256486783197822,True,True,True,True
C16orf54,unclassified,-0.3846739982263197,unclassified,-0.43339838600962854,True,True,True,True
KIF22,unclassified,0.3799900645150601,unclassified,0.03448707354778518,True,True,False,False
MAZ,unclassified,0.201484112978994,unclassified,0.11557769412649677,True,True,True,True
MVP,unclassified,0.0378405718043025,unclassified,-0.003104991621407353,True,False,False,False
CDIPT,unclassified,-0.1664787665993661,unclassified,-0.21322265108940877,True,True,True,True
TMEM219,unclassified,0.0727996232825756,unclassified,-0.19327749924082632,True,False,False,False
INO80E,unclassified,-0.1652184885560915,unclassified,-0.4037712743383232,True,True,False,False
ALDOA,unclassified,0.1680378004103679,unclassified,-0.026032457361010314,True,False,False,False
PPP4C,unclassified,-0.0385478042189502,unclassified,-0.10923145759047484,True,True,False,False
YPEL3,unclassified,0.1618750410243383,unclassified,-0.39607891727988986,True,False,False,False
CORO1A,unclassified,-0.3459961528937201,unclassified,0.1802095473662971,True,False,True,False
CD2BP2,unclassified,-0.3672512289347375,unclassified,-0.10460384563466649,True,True,False,False
SEPT1,unclassified,-0.1813303109675092,unclassified,0.1729786027539433,True,False,True,False
DCTPP1,unclassified,0.0946029904289701,unclassified,0.7105549145708865,True,True,False,False
ITGAL,unclassified,-0.7107744206785299,unclassified,-0.33394498634514497,True,True,False,False
ZNF688,unclassified,-0.1742412638904084,unclassified,-0.1754056563640253,True,True,True,True
PRR14,unclassified,-0.0203912188751187,unclassified,0.12114398575344625,True,False,False,False
PHKG2,unclassified,-0.0815840797691195,unclassified,0.1873847963059364,True,False,False,False
BCL7C,unclassified,0.0821997536697365,unclassified,-0.16494329304181282,True,False,False,False
STX4,unclassified,0.0254315404787372,unclassified,0.05151571210878576,True,True,False,False
VKORC1,unclassified,0.1824012717680164,unclassified,0.10887210758459362,True,True,True,True
KAT8,unclassified,-0.2808969748802944,unclassified,0.17121430362518947,True,False,True,False
FUS,unclassified,0.1626215161451019,unclassified,-0.07714026936870094,True,False,False,False
PYCARD,unclassified,-0.2136738310015349,unclassified,0.05860858576313348,True,False,False,False
ITGAX,unclassified,0.0007255471270507,unclassified,-0.5387312116300982,True,False,False,False
ZNF720,unclassified,-0.1276151192093848,unclassified,-0.4388020611493827,True,True,False,False
ZNF267,unclassified,-0.0924389289812553,unclassified,0.021447630721439164,True,False,False,False
VPS35,unclassified,0.1522834845794915,unclassified,-0.4177692179078484,True,False,False,False
DNAJA2,unclassified,-0.0466155706492243,unclassified,0.5100542154808954,True,False,False,False
ITFG1,unclassified,-0.0440272715959901,unclassified,-0.15816435290726014,True,True,False,False
PHKB,unclassified,0.4027217864668825,unclassified,0.19520745254508115,True,True,False,False
LONP2,unclassified,-0.0653561111509443,unclassified,-0.33255173716708175,True,True,False,False
PAPD5,unclassified,-0.0164700294083398,unclassified,-0.049950839819993806,True,True,False,False
ADCY7,unclassified,-0.5082505382949869,unclassified,-0.37653516181372504,True,True,True,True
BRD7,unclassified,-0.2418021995633168,unclassified,-0.30010287819074827,True,True,True,True
SNX20,unclassified,0.0031703412266484,unclassified,0.195536552259955,True,True,False,False
CYLD,unclassified,0.1794556365433947,unclassified,0.08579646716313814,True,True,False,False
CHD9,unclassified,-0.0704993033024402,unclassified,0.41821391166430816,True,False,False,False
RBL2,unclassified,-0.2434296960297061,unclassified,0.01491064200680428,True,False,False,False
CES1,Q3,-0.614034288505243,unclassified,-0.7757496448895407,False,True,True,False
NUDT21,unclassified,0.1640155206123711,unclassified,-0.467897009033011,True,False,False,False
MT2A,Q3,-0.7490843947058174,unclassified,1.5008650682071938,False,False,False,False
MT1E,Q3,-1.3690423835444463,unclassified,2.5058606431658674,False,False,True,False
MT1F,unclassified,-0.6157643714402736,unclassified,0.8735177672077876,True,False,True,False
MT1X,unclassified,-1.2181999067244,unclassified,2.330527855182568,True,False,True,False
HERPUD1,unclassified,0.9191489900633576,unclassified,0.10138406554339201,True,True,False,False
NLRC5,unclassified,-0.1924732408959193,unclassified,-0.2413663730229746,True,True,True,True
FAM192A,unclassified,0.0801562831760437,unclassified,0.42120746946296866,True,True,False,False
ARL2BP,unclassified,-0.2162787406059916,unclassified,0.08378698247795147,True,False,False,False
CIAPIN1,unclassified,-0.2274847059198903,unclassified,-0.13058863731251777,True,True,True,True
POLR2C,unclassified,-0.0227559374540532,unclassified,-0.22273928266001497,True,True,False,False
USB1,unclassified,-0.2868665774093788,unclassified,-0.4595011942791439,True,True,True,True
CFAP20,unclassified,-0.0927403042461647,unclassified,0.13630104510354218,True,False,True,False
CNOT1,unclassified,-0.0013567415444777,unclassified,-0.19099926730890796,True,True,False,False
CKLF,unclassified,0.1699402906975586,unclassified,0.6653025419788935,True,True,False,False
CMTM3,unclassified,-0.2152800469420388,unclassified,-0.44013666109791805,True,True,False,False
DYNC1LI2,unclassified,0.312650479464348,unclassified,-0.07135024366070869,True,False,False,False
NAE1,unclassified,-0.0390159650425105,unclassified,-0.12328013759828764,True,True,False,False
FAM96B,unclassified,0.1972927045957934,unclassified,0.32963443652790403,True,True,True,True
CBFB,unclassified,-0.0448831547475482,unclassified,0.10038660834189805,True,False,False,False
TRADD,unclassified,0.0843181851566059,unclassified,-0.07385019825604566,True,False,True,False
E2F4,unclassified,-0.0487713864062522,unclassified,-0.10627741222974879,True,True,False,False
TMEM208,unclassified,0.2199063534837866,unclassified,0.014804687777693693,True,True,False,False
ATP6V0D1,unclassified,-0.1692844154728611,unclassified,-0.07013059491676261,True,True,False,False
CTCF,unclassified,0.0771875681196513,unclassified,-0.3048251417220674,True,False,False,False
CENPT,unclassified,0.1634535742920488,unclassified,-0.05051939826619626,True,False,False,False
NUTF2,unclassified,0.1489384963989693,unclassified,0.5296232878571931,True,True,False,False
PSMB10,unclassified,-0.4440668463781952,unclassified,-0.35820134008400356,True,True,True,True
NFATC3,unclassified,-0.1554554854885966,unclassified,-0.15043976670262588,True,True,True,True
SLC7A6OS,unclassified,-0.0416922883227895,unclassified,-0.05217670507446883,True,True,True,True
CHTF8,unclassified,-0.0818413299125154,unclassified,-0.061023574737659465,True,True,True,True
SNTB2,unclassified,-0.4587617280557159,unclassified,-0.5752957305693088,True,True,True,True
VPS4A,unclassified,-0.0762081996607993,unclassified,-0.43489677490042045,True,True,False,False
NIP7,unclassified,0.0056128499693071,unclassified,-0.22389042964217867,True,False,False,False
CYB5B,unclassified,-0.3755229329262826,unclassified,-0.2595481619261483,True,True,True,True
NFAT5,unclassified,-0.1017299436033037,unclassified,0.0583432782719483,True,False,True,False
NOB1,unclassified,0.0065236423117726,unclassified,-0.021590105212956026,True,False,False,False
EXOSC6,unclassified,0.1163016335894415,unclassified,-0.8507805471863578,True,False,False,False
DDX19B,unclassified,-0.0883837543941059,unclassified,0.020156002972298005,True,False,False,False
CMTR2,unclassified,-0.124348361442391,unclassified,-0.022915180173831005,True,True,False,False
IST1,unclassified,0.0190213637561716,unclassified,-0.43825132834373887,True,False,False,False
PSMD7,unclassified,-0.0858534967054956,unclassified,-0.033212185631386316,True,True,False,False
GLG1,unclassified,-0.1530089524076656,unclassified,-0.405319496607254,True,True,False,False
CFDP1,unclassified,-0.11414054665544,unclassified,-0.25562175776096835,True,True,False,False
TMEM170A,unclassified,-0.0767845530510354,unclassified,-0.08053080764328274,True,True,True,True
GABARAPL2,unclassified,-0.0347396015248774,unclassified,0.033741436365872,True,False,True,False
KARS,unclassified,0.043274397686188,unclassified,0.1939927543328451,True,True,False,False
TERF2IP,unclassified,-0.0847457306679536,unclassified,0.09285021610758973,True,False,True,False
MAF,unclassified,0.0892860951821675,unclassified,-0.4484229685538272,True,False,False,False
CMC2,unclassified,0.1180533221099411,unclassified,0.002000945999041448,True,True,False,False
CMIP,unclassified,0.0256509635246116,unclassified,0.2149180116349766,True,True,False,False
PLCG2,unclassified,0.0437694899999225,unclassified,0.4974824981298172,True,True,False,False
MPHOSPH6,unclassified,-0.0160138135922824,unclassified,0.2667787861447859,True,False,False,False
HSBP1,unclassified,0.3540797415500055,unclassified,0.022530472068179673,True,True,False,False
MBTPS1,unclassified,0.5256076209774464,unclassified,-0.203743858817529,True,False,False,False
COTL1,unclassified,0.5676355653359453,unclassified,1.4451618426265376,True,True,False,False
KLHL36,unclassified,-0.0611390597503699,unclassified,-0.29690383866066705,True,True,False,False
EMC8,unclassified,0.1797538052904086,unclassified,-0.06291165086705776,True,False,False,False
COX4I1,unclassified,-0.0731412889637088,unclassified,0.0406006321521664,True,False,True,False
IRF8,unclassified,0.3112222650365361,unclassified,0.27305515644983896,True,True,True,True
MAP1LC3B,unclassified,-0.083485658548378,unclassified,-0.004890388725435161,True,True,False,False
KLHDC4,unclassified,-0.3197540027748914,unclassified,-0.6437455892437711,True,True,False,False
SLC7A5,unclassified,0.7184736446670708,unclassified,1.266289990130366,True,True,True,True
ZC3H18,unclassified,-0.0450778994573068,unclassified,0.17374612402181672,True,False,False,False
CYBA,unclassified,-0.3256039316956783,unclassified,-0.19758679624498487,True,True,True,True
MVD,unclassified,-0.5227012905902078,unclassified,-0.5125510897802112,True,True,True,True
RNF166,unclassified,-0.4847493818930135,unclassified,-0.3446814521097708,True,True,True,True
APRT,unclassified,-0.0260679582406081,unclassified,0.11725141507850981,True,False,False,False
TRAPPC2L,unclassified,0.0154666861267294,unclassified,-0.0295017413763593,True,False,True,False
ANKRD11,unclassified,0.0164313947938345,unclassified,-0.05123159993250161,True,False,False,False
SPG7,unclassified,-0.1764354604750871,unclassified,-0.21605122139010638,True,True,True,True
RPL13,unclassified,0.1870292622018751,unclassified,0.17929340334623564,True,True,True,True
CHMP1A,unclassified,-0.269079544284953,unclassified,-0.4675690142333784,True,True,True,True
CDK10,unclassified,0.1789654065329423,unclassified,-0.1572285370968435,True,False,True,False
ZNF276,unclassified,-0.5281606490958883,unclassified,-0.23548581983586886,True,True,False,False
TCF25,unclassified,-0.1539075085578768,unclassified,-0.29338946954700496,True,True,True,True
VPS53,unclassified,-0.2869943407032985,unclassified,0.11467244126884951,True,False,False,False
GLOD4,unclassified,-0.1476708505642967,unclassified,-0.048441003274995606,True,True,False,False
YWHAE,unclassified,0.3039326777920777,unclassified,0.2244775079061289,True,True,True,True
INPP5K,unclassified,-0.5070612046436743,unclassified,-0.22320361933846233,True,True,False,False
PRPF8,unclassified,0.2301087896630667,unclassified,-0.2604216966376937,True,False,True,False
RPA1,unclassified,-0.0122213222772196,unclassified,-0.3557106120024271,True,True,False,False
PAFAH1B1,unclassified,0.0669621396467276,unclassified,0.4502495181887941,True,True,False,False
EMC6,unclassified,-0.0851291606461401,unclassified,-0.5524896722212377,True,True,False,False
ITGAE,unclassified,0.1048872280184468,unclassified,0.3844906391298348,True,True,False,False
NCBP3,unclassified,-0.0173322012475983,unclassified,0.29166935553415746,True,False,False,False
ATP2A3,unclassified,-0.0367677762436863,unclassified,-0.014347238664039676,True,True,False,False
UBE2G1,unclassified,-0.0408496968000108,unclassified,-0.19736392222077306,True,True,False,False
ARRB2,unclassified,-0.2143635085929578,unclassified,-0.16643784029455128,True,True,True,True
MED11,unclassified,-0.1365577435289279,unclassified,0.0024266209973199397,True,False,False,False
CXCL16,unclassified,0.4771728416207203,unclassified,-0.586320186552559,True,False,True,False
PSMB6,unclassified,-0.0921132203351941,unclassified,0.004639993672745022,True,False,False,False
SLC25A11,unclassified,-0.1703178220179098,unclassified,-0.16208085112471268,True,True,True,True
RNF167,unclassified,-0.1172380677756058,unclassified,-0.1909506656542023,True,True,True,True
PFN1,unclassified,-0.4106204292071415,unclassified,-0.12487826778374182,True,True,False,False
SPAG7,unclassified,-0.2030107383213011,unclassified,0.2696611677385496,True,False,True,False
RABEP1,unclassified,0.1232833184904715,unclassified,0.02506039234036541,True,True,False,False
RPAIN,unclassified,0.1727450260339846,unclassified,-0.09907779712015562,True,False,True,False
C1QBP,unclassified,0.2541904417468241,unclassified,-0.21948114917915848,True,False,True,False
DERL2,unclassified,-0.1345996133272076,unclassified,-0.13233772036325173,True,True,True,True
NLRP1,unclassified,-0.0595506028788752,unclassified,-0.9728320390114036,True,True,False,False
