gene,p_green,p_red,n_pos_green,drop,d_null,resid
Ddx58,0.5324675324675324,0.47384615384615386,205,0.11009380863039389,0.06634146341463393,0.043752345215759963
Topors,0.23896103896103896,0.21076923076923076,92,0.11797658862876255,0.0904347826086954,0.027541806020067144
Smim27,0.12207792207792208,0.12923076923076923,47,-0.05859247135842883,0.11234042553191495,-0.17093289689034377
Ndufb6,0.32987012987012987,0.27384615384615385,127,0.16983646274984857,0.09606299212598432,0.07377347062386425
Dnaja1,0.8753246753246753,0.7630769230769231,337,0.12823556265692757,0.03632047477744785,0.09191508787947972
Smu1,0.24155844155844156,0.17692307692307693,93,0.26757650951199335,0.10537634408602115,0.1622001654259722
B4galt1,0.3922077922077922,0.33692307692307694,151,0.14095771777890984,0.09695364238410623,0.04400407539480361
Bag1,0.6337662337662338,0.5446153846153846,244,0.1406683480453972,0.08786885245901638,0.052799495586380835
Chmp5,0.4155844155844156,0.3523076923076923,160,0.1522596153846154,0.11675000000000012,0.03550961538461529
Nfx1,0.22337662337662337,0.2246153846153846,86,-0.0055456171735241465,0.12418604651162812,-0.12973166368515227
Ube2r2,0.34025974025974026,0.27076923076923076,131,0.20422783323546684,0.09801526717557268,0.10621256605989415
Ubap2,0.14285714285714285,0.16,55,-0.12000000000000008,0.11781818181818185,-0.23781818181818193
Dcaf12,0.15584415584415584,0.14153846153846153,60,0.09179487179487184,0.11800000000000024,-0.02620512820512841
Ubap1,0.12727272727272726,0.1076923076923077,49,0.15384615384615372,0.09795918367346934,0.055886970172684375
Rpp25l,0.12987012987012986,0.16615384615384615,50,-0.2793846153846155,0.12079999999999996,-0.40018461538461547
Dctn3,0.4727272727272727,0.4246153846153846,182,0.10177514792899406,0.09714285714285725,0.004632290786136806
Galt,0.06753246753246753,0.03538461538461538,26,0.4760355029585799,0.1292307692307696,0.3468047337278103
Vcp,0.4909090909090909,0.4492307692307692,189,0.08490028490028494,0.08529100529100533,-0.00039072039072039766
Pigo,0.05714285714285714,0.04461538461538461,22,0.21923076923076926,0.1072727272727273,0.11195804195804196
Stoml2,0.14025974025974025,0.19230769230769232,54,-0.37108262108262124,0.1103703703703705,-0.48145299145299175
Fam214b,0.06493506493506493,0.055384615384615386,25,0.14707692307692297,0.11200000000000009,0.03507692307692288
Tesk1,0.12727272727272726,0.10461538461538461,49,0.17802197802197797,0.11673469387755117,0.0612872841444268
Cd72,0.23896103896103896,0.19846153846153847,92,0.16948160535117054,0.12434782608695644,0.04513377926421411
Ccdc107,0.12727272727272726,0.19076923076923077,49,-0.49890109890109907,0.10612244897959175,-0.6050235478806908
Tln1,0.8597402597402597,0.8307692307692308,331,0.03369742040436894,0.03564954682779437,-0.001952126423425432
Creb3,0.07532467532467532,0.07692307692307693,29,-0.021220159151193727,0.11448275862068956,-0.13570291777188329
Gba2,0.06493506493506493,0.03076923076923077,25,0.5261538461538461,0.1264000000000001,0.399753846153846
Hint2,0.11948051948051948,0.16153846153846155,46,-0.3520066889632108,0.11565217391304355,-0.46765886287625436
Reck,0.05714285714285714,0.03230769230769231,22,0.43461538461538457,0.12727272727272737,0.3073426573426572
Glipr2,0.43896103896103894,0.3476923076923077,169,0.20791989076012743,0.0759763313609465,0.13194355939918093
Clta,0.6987012987012987,0.68,269,0.02676579925650552,0.06557620817843858,-0.03881040892193306
Gne,0.07792207792207792,0.10615384615384615,30,-0.36230769230769233,0.0973333333333335,-0.4596410256410258
Rnf38,0.13246753246753246,0.11538461538461539,51,0.12895927601809942,0.11529411764705871,0.013665158371040709
Zcchc7,0.6441558441558441,0.6,248,0.06854838709677422,0.08241935483870982,-0.013870967741935608
Zbtb5,0.07012987012987013,0.04923076923076923,27,0.298005698005698,0.12296296296296297,0.17504273504273501
Tomm5,0.33766233766233766,0.42615384615384616,130,-0.26207100591715976,0.09076923076923077,-0.35284023668639053
Exosc3,0.32987012987012987,0.22923076923076924,127,0.3050878255602665,0.11527559055118125,0.18981223500908523
Dcaf10,0.12467532467532468,0.06307692307692307,48,0.49407051282051284,0.12000000000000016,0.3740705128205127
Slc25a51,0.15584415584415584,0.11076923076923077,60,0.2892307692307692,0.12466666666666688,0.1645641025641023
Tdrd7,0.11168831168831168,0.1123076923076923,43,-0.0055456171735241465,0.12372093023255822,-0.12926654740608237
Tstd2,0.05974025974025974,0.06,23,-0.0043478260869565,0.11652173913043476,-0.12086956521739126
Ncbp1,0.1012987012987013,0.11076923076923077,39,-0.093491124260355,0.12102564102564131,-0.2145167652859963
Xpa,0.15844155844155844,0.18307692307692308,61,-0.15548549810844897,0.10360655737704916,-0.25909205548549813
Anp32b,0.7844155844155845,0.8092307692307692,302,-0.0316352521650534,0.04701986754966883,-0.07865511971472222
Nans,0.21038961038961038,0.20923076923076922,81,0.0055080721747388295,0.1051851851851851,-0.09967711301044628
Trim14,0.14545454545454545,0.14461538461538462,56,0.005769230769230704,0.10714285714285718,-0.10137362637362647
Coro2a,0.2831168831168831,0.3769230769230769,109,-0.3313338038108681,0.08623853211009166,-0.41757233592095977
Galnt12,0.07012987012987013,0.11076923076923077,27,-0.5794871794871796,0.09925925925925944,-0.678746438746439
Tgfbr1,0.08051948051948052,0.10923076923076923,31,-0.356575682382134,0.13806451612903234,-0.49464019851116636
Sec61b,0.787012987012987,0.7676923076923077,303,0.02454937801472462,0.04739273927392722,-0.022843361259202596
Nr4a3,0.33506493506493507,0.16307692307692306,129,0.5132975551580203,0.07255813953488396,0.44073941562313634
Stx17,0.11428571428571428,0.12461538461538461,44,-0.09038461538461541,0.12090909090909074,-0.21129370629370614
Erp44,0.3168831168831169,0.28615384615384615,122,0.0969735182849937,0.10327868852459013,-0.006305170239596425
Invs,0.05194805194805195,0.05692307692307692,20,-0.0957692307692307,0.1139999999999998,-0.20976923076923049
Tex10,0.10649350649350649,0.10923076923076923,41,-0.02570356472795501,0.1219512195121953,-0.1476547842401503
Mrpl50,0.06233766233766234,0.08923076923076922,24,-0.4314102564102563,0.09833333333333358,-0.5297435897435899
Rnf20,0.32987012987012987,0.27076923076923076,127,0.17916414294367053,0.09259842519685038,0.08656571774682015
Smc2,0.10649350649350649,0.11692307692307692,41,-0.09793621013133214,0.0907317073170732,-0.18866791744840533
Nipsnap3b,0.2,0.16615384615384615,77,0.1692307692307693,0.10025974025974022,0.06897102897102908
Abca1,0.10909090909090909,0.06,42,0.45,0.10095238095238099,0.34904761904761905
Rad23b,0.2025974025974026,0.26153846153846155,78,-0.29092702169625245,0.12051282051282065,-0.4114398422090731
Klf4,0.16103896103896104,0.11384615384615385,62,0.29305210918114144,0.07870967741935482,0.21434243176178663
Tmem245,0.13766233766233765,0.12923076923076923,53,0.061248185776487586,0.09886792452830212,-0.037619738751814534
Txn1,0.7480519480519481,0.7261538461538461,288,0.029273504273504315,0.0504166666666668,-0.021143162393162482
AI314180,0.2909090909090909,0.2676923076923077,112,0.07980769230769233,0.11678571428571416,-0.03697802197802183
Dnajc25,0.06493506493506493,0.06307692307692307,25,0.028615384615384598,0.11199999999999999,-0.08338461538461539
Ugcg,0.9792207792207792,0.92,377,0.060477453580901806,0.008275862068965356,0.05220159151193645
Susd1,0.08831168831168831,0.04923076923076923,34,0.44253393665158375,0.12000000000000009,0.32253393665158364
Ptbp3,0.8493506493506493,0.7661538461538462,327,0.09795342272406483,0.04672782874617721,0.051225593977887625
Hsdl2,0.12987012987012986,0.09076923076923077,50,0.301076923076923,0.1224,0.178676923076923
Inip,0.08831168831168831,0.11538461538461539,34,-0.3065610859728507,0.12235294117647057,-0.42891402714932125
Fkbp15,0.18961038961038962,0.16615384615384615,73,0.12370916754478403,0.11287671232876723,0.010832455216016806
Cdc26,0.2675324675324675,0.2630769230769231,103,0.01665421956684077,0.11572815533980596,-0.0990739357729652
Prpf4,0.16883116883116883,0.1276923076923077,65,0.24366863905325448,0.1027692307692307,0.14089940828402378
Bspry,0.08311688311688312,0.11538461538461539,32,-0.3882211538461539,0.12250000000000032,-0.5107211538461542
Alad,0.13246753246753246,0.16307692307692306,51,-0.23107088989441932,0.10509803921568626,-0.3361689291101056
Pole3,0.09350649350649351,0.13230769230769232,36,-0.41495726495726504,0.10111111111111137,-0.5160683760683764
Rgs3,0.3038961038961039,0.2969230769230769,117,0.022945430637738372,0.09606837606837615,-0.07312294543063777
Akna,0.2779220779220779,0.18307692307692308,107,0.3412652767792954,0.1076635514018691,0.2336017253774263
Atp6v1g1,0.5194805194805194,0.46,200,0.11449999999999988,0.09159999999999964,0.02290000000000024
Tnfsf8,0.05974025974025974,0.25076923076923074,23,-3.197658862876254,0.07130434782608676,-3.2689632107023407
Cdk5rap2,0.14285714285714285,0.16,55,-0.12000000000000008,0.10909090909090913,-0.2290909090909092
Kdm4c,0.15584415584415584,0.09692307692307692,60,0.3780769230769231,0.13133333333333333,0.24674358974358976
Dmac1,0.14805194805194805,0.1646153846153846,57,-0.11187584345479082,0.11649122807017553,-0.22836707152496635
Zdhhc21,0.23376623376623376,0.20461538461538462,90,0.12470085470085468,0.11111111111111115,0.013589743589743533
Ttc39b,0.6103896103896104,0.48,235,0.21361702127659574,0.05804255319148944,0.1555744680851063
Snapc3,0.14025974025974025,0.1523076923076923,54,-0.08589743589743598,0.09925925925925924,-0.18515669515669522
Psip1,0.3246753246753247,0.2953846153846154,125,0.09021538461538452,0.0915200000000001,-0.0013046153846155845
Rraga,0.15584415584415584,0.12153846153846154,60,0.2201282051282051,0.1219999999999998,0.0981282051282053
Haus6,0.06233766233766234,0.06,24,0.03750000000000003,0.11666666666666664,-0.07916666666666661
Plin2,0.08311688311688312,0.13692307692307693,32,-0.6473557692307692,0.08999999999999996,-0.7373557692307692
Dennd4c,0.23896103896103896,0.25846153846153846,92,-0.0816053511705686,0.11173913043478259,-0.19334448160535117
Rps6,0.961038961038961,0.94,370,0.021891891891891935,0.00821621621621651,0.013675675675675425
Mllt3,0.2909090909090909,0.2276923076923077,112,0.21730769230769226,0.09642857142857161,0.12087912087912064
Klhl9,0.14285714285714285,0.12153846153846154,55,0.14923076923076917,0.11127272727272716,0.037958041958042005
Caap1,0.12727272727272726,0.1276923076923077,49,-0.0032967032967033687,0.09959183673469398,-0.10288854003139734
Plaa,0.17662337662337663,0.15846153846153846,68,0.10282805429864256,0.11058823529411785,-0.007760180995475291
Mysm1,0.37662337662337664,0.3415384615384615,145,0.09315649867374015,0.10868965517241408,-0.015533156498673928
Jun,0.7428571428571429,0.62,286,0.1653846153846154,0.040839160839160976,0.12454545454545443
Tm2d1,0.21558441558441557,0.18307692307692308,83,0.150787766450417,0.11469879518072282,0.03608897126969418
Usp1,0.23116883116883116,0.25076923076923074,89,-0.08478824546240268,0.10966292134831458,-0.19445116681071728
Pgm2,0.06753246753246753,0.06769230769230769,26,-0.0023668639053254954,0.13230769230769232,-0.13467455621301783
Jak1,0.9142857142857143,0.8507692307692307,352,0.06947115384615386,0.025909090909090864,0.043562062937062995
E130102H24Rik,0.13506493506493505,0.12153846153846154,52,0.10014792899408276,0.09153846153846147,0.008609467455621286
Leprot,0.21298701298701297,0.18,82,0.15487804878048778,0.12146341463414612,0.03341463414634166
Pde4b,0.34545454545454546,0.19692307692307692,133,0.42995951417004047,0.07909774436090236,0.3508617698091381
Mier1,0.7116883116883117,0.6,274,0.15693430656934312,0.07138686131386852,0.0855474452554746
Oma1,0.06753246753246753,0.07538461538461538,26,-0.11627218934911249,0.12615384615384623,-0.24242603550295871
Usp24,0.18701298701298702,0.15384615384615385,72,0.17735042735042733,0.11444444444444454,0.06290598290598279
Ttc4,0.12987012987012986,0.14923076923076922,50,-0.14907692307692313,0.11040000000000005,-0.25947692307692316
Ssbp3,0.16883116883116883,0.17846153846153845,65,-0.057041420118343115,0.1163076923076922,-0.17334911242603532
Tceanc2,0.09350649350649351,0.09846153846153846,36,-0.052991452991452956,0.12666666666666673,-0.17965811965811967
Tmem59,0.5844155844155844,0.5030769230769231,225,0.1391794871794871,0.07662222222222227,0.06255726495726484
Yipf1,0.22077922077922077,0.18461538461538463,85,0.16380090497737548,0.11999999999999984,0.04380090497737564
Magoh,0.4909090909090909,0.3476923076923077,189,0.2917378917378917,0.0861375661375662,0.20560032560032554
0610037L13Rik,0.05194805194805195,0.08153846153846153,20,-0.5696153846153844,0.13399999999999995,-0.7036153846153843
Scp2,0.6025974025974026,0.49538461538461537,232,0.1779177718832891,0.0929310344827587,0.08498673740053041
Zyg11b,0.16363636363636364,0.11384615384615385,63,0.30427350427350425,0.11365079365079374,0.19062271062271052
Zcchc11,0.8649350649350649,0.7461538461538462,333,0.13732963732963727,0.0343543543543542,0.10297528297528306
Prpf38a,0.23116883116883116,0.1723076923076923,89,0.2546240276577355,0.1069662921348315,0.147657735522904
Cc2d1b,0.11428571428571428,0.08923076923076922,44,0.21923076923076926,0.10454545454545451,0.11468531468531475
Btf3l4,0.05194805194805195,0.043076923076923075,20,0.17076923076923087,0.13199999999999992,0.038769230769230945
Txndc12,0.09350649350649351,0.07384615384615385,36,0.2102564102564102,0.12333333333333334,0.08692307692307687
Kti12,0.09350649350649351,0.08,36,0.14444444444444446,0.13000000000000014,0.014444444444444315
Nrd1,0.43116883116883115,0.3830769230769231,166,0.11153846153846146,0.09228915662650584,0.019249304911955617
Osbpl9,0.2779220779220779,0.16923076923076924,107,0.39108554996405454,0.09644859813084103,0.2946369518332135
Eps15,0.2,0.17846153846153845,77,0.10769230769230781,0.10285714285714287,0.00483516483516494
Rnf11,0.24675324675324675,0.2,95,0.18947368421052627,0.11957894736842106,0.0698947368421052
Cdkn2c,0.09610389610389611,0.08307692307692308,37,0.1355509355509356,0.1394594594594596,-0.003908523908524003
Faf1,0.14025974025974025,0.13692307692307693,54,0.023789173789173713,0.10666666666666662,-0.08287749287749291
Spata6,0.12207792207792208,0.11846153846153847,47,0.029623567921440223,0.10893617021276593,-0.07931260229132571
Cmpk1,0.509090909090909,0.46307692307692305,196,0.09038461538461534,0.07959183673469397,0.01079277864992137
Efcab14,0.2571428571428571,0.2323076923076923,99,0.09658119658119653,0.1167676767676764,-0.020186480186479866
Atpaf1,0.07792207792207792,0.07230769230769231,30,0.07205128205128201,0.12266666666666666,-0.050615384615384645
Mob3c,0.1012987012987013,0.12153846153846154,39,-0.19980276134122282,0.11487179487179489,-0.3146745562130177
Mknk1,0.08831168831168831,0.06923076923076923,34,0.21606334841628957,0.11764705882352929,0.09841628959276029
Faah,0.07792207792207792,0.1076923076923077,30,-0.38205128205128214,0.11199999999999995,-0.49405128205128207
Nsun4,0.08831168831168831,0.05846153846153846,34,0.3380090497737557,0.12352941176470604,0.21447963800904962
Uqcrh,0.9142857142857143,0.8430769230769231,352,0.07788461538461537,0.025227272727272668,0.052657342657342704
Lrrc41,0.07792207792207792,0.07692307692307693,30,0.012820512820512744,0.10266666666666659,-0.08984615384615384
Pomgnt1,0.05974025974025974,0.05384615384615385,23,0.09866220735785947,0.11304347826086958,-0.014381270903010113
Mast2,0.05714285714285714,0.04461538461538461,22,0.21923076923076926,0.12727272727272726,0.091958041958042
Gpbp1l1,0.35844155844155845,0.26461538461538464,138,0.2617614269788182,0.09710144927536225,0.16465997770345597
Nasp,0.2883116883116883,0.25846153846153846,111,0.10353430353430347,0.08936936936936958,0.01416493416493389
Akr1a1,0.4727272727272727,0.43846153846153846,182,0.07248520710059171,0.0918681318681321,-0.019382924767540388
Prdx1,0.6103896103896104,0.563076923076923,235,0.07751227495908351,0.06825531914893629,0.009256955810147224
Toe1,0.0987012987012987,0.06307692307692307,38,0.3609311740890689,0.12421052631578963,0.23672064777327925
Urod,0.10649350649350649,0.08615384615384615,41,0.19099437148217635,0.13756097560975608,0.05343339587242027
Hectd3,0.08311688311688312,0.038461538461538464,32,0.5372596153846153,0.10499999999999994,0.4322596153846154
Eif2b3,0.05194805194805195,0.09846153846153846,20,-0.8953846153846152,0.10200000000000008,-0.9973846153846153
Plk3,0.07532467532467532,0.043076923076923075,29,0.42811671087533154,0.12413793103448269,0.30397877984084887
Rps8,0.9766233766233766,0.9692307692307692,376,0.0075695581014729885,0.003191489361702197,0.004378068739770792
Rnf220,0.22077922077922077,0.19076923076923077,85,0.1359276018099547,0.10352941176470574,0.03239819004524895
Dmap1,0.06753246753246753,0.043076923076923075,26,0.3621301775147929,0.09230769230769216,0.2698224852071007
Gm12840,0.11688311688311688,0.06,45,0.4866666666666667,0.07022222222222244,0.4164444444444443
Atp6v0b,0.4831168831168831,0.45384615384615384,186,0.06058726220016542,0.10451612903225815,-0.04392886683209273
Kdm4a,0.07532467532467532,0.06769230769230769,29,0.10132625994694959,0.1268965517241381,-0.025570291777188517
Med8,0.2077922077922078,0.16615384615384615,80,0.20038461538461544,0.11599999999999998,0.08438461538461546
Elovl1,0.17402597402597403,0.20461538461538462,67,-0.17577497129735933,0.11522388059701504,-0.29099885189437436
Ebna1bp2,0.3220779220779221,0.2569230769230769,124,0.20229528535980149,0.10677419354838717,0.09552109181141431
Slc2a1,0.18701298701298702,0.23076923076923078,72,-0.233974358974359,0.08944444444444445,-0.32341880341880347
Svbp,0.38961038961038963,0.3707692307692308,150,0.048358974358974335,0.08533333333333333,-0.036974358974358995
AU022252,0.05714285714285714,0.04153846153846154,22,0.27307692307692305,0.13818181818181802,0.13489510489510503
Ybx1,0.8,0.7753846153846153,308,0.030769230769230882,0.037272727272727596,-0.006503496503496714
Ppih,0.1012987012987013,0.09538461538461539,39,0.058382642998027645,0.12717948717948732,-0.06879684418145968
Ppcs,0.07012987012987013,0.08615384615384615,27,-0.22849002849002853,0.13037037037037064,-0.35886039886039917
Foxj3,0.18181818181818182,0.1676923076923077,70,0.0776923076923077,0.10685714285714304,-0.02916483516483534
Hivep3,0.05194805194805195,0.06153846153846154,20,-0.1846153846153846,0.15399999999999986,-0.33861538461538443
Scmh1,0.08831168831168831,0.06153846153846154,34,0.3031674208144796,0.10588235294117657,0.19728506787330305
Cited4,0.17922077922077922,0.14,69,0.21884057971014487,0.08521739130434781,0.13362318840579707
Nfyc,0.13506493506493505,0.08307692307692308,52,0.38491124260355025,0.12538461538461534,0.25952662721893494
Smap2,0.5168831168831168,0.5430769230769231,199,-0.05067645921917298,0.08763819095477374,-0.13831465017394673
Zmpste24,0.16363636363636364,0.2230769230769231,63,-0.36324786324786335,0.11746031746031746,-0.4807081807081808
Rlf,0.4103896103896104,0.4169230769230769,158,-0.015920155793573386,0.09696202531645563,-0.11288218111002901
Ppt1,0.2935064935064935,0.28307692307692306,113,0.0355343771272975,0.09663716814159275,-0.06110279101429525
Cap1,0.6545454545454545,0.5138461538461538,252,0.21495726495726497,0.06888888888888886,0.1460683760683761
Ppie,0.13766233766233765,0.15846153846153846,53,-0.15108853410740208,0.11547169811320775,-0.2665602322206098
Pabpc4,0.07272727272727272,0.09384615384615384,28,-0.2903846153846154,0.11714285714285722,-0.4075274725274726
Macf1,0.7298701298701299,0.7415384615384616,281,-0.015986860114974036,0.05580071174377239,-0.07178757185874643
Ndufs5,0.45714285714285713,0.44461538461538463,176,0.02740384615384608,0.09318181818181802,-0.06577797202797193
Akirin1,0.38961038961038963,0.33076923076923076,150,0.1510256410256411,0.09760000000000026,0.05342564102564083
Mycbp,0.08311688311688312,0.08923076923076922,32,-0.07355769230769224,0.1125000000000001,-0.18605769230769234
Rragc,0.18441558441558442,0.14307692307692307,71,0.224160346695558,0.1115492957746479,0.11261105092091012
Utp11,0.2649350649350649,0.2846153846153846,102,-0.07428355957767727,0.09843137254901956,-0.1727149321266968
Sf3a3,0.22857142857142856,0.20153846153846153,88,0.1182692307692308,0.11909090909090925,-0.000821678321678454
Inpp5b,0.14025974025974025,0.13692307692307693,54,0.023789173789173713,0.11407407407407408,-0.09028490028490037
Mtf1,0.13766233766233765,0.11692307692307692,53,0.15065312046444118,0.11622641509433942,0.03442670537010176
1110065P20Rik,0.08831168831168831,0.05384615384615385,34,0.3902714932126697,0.1364705882352941,0.2538009049773756
Yrdc,0.22077922077922077,0.1723076923076923,85,0.2195475113122172,0.125176470588235,0.0943710407239822
Gnl2,0.11168831168831168,0.15846153846153846,43,-0.418783542039356,0.1162790697674419,-0.5350626118067979
Snip1,0.08311688311688312,0.11846153846153847,32,-0.42524038461538466,0.13125000000000017,-0.5564903846153848
Meaf6,0.10909090909090909,0.09538461538461539,42,0.12564102564102558,0.12095238095238103,0.00468864468864455
Zc3h12a,0.2961038961038961,0.20461538461538462,114,0.30897435897435893,0.09649122807017567,0.21248313090418325
Mrps15,0.17662337662337663,0.23384615384615384,68,-0.32398190045248865,0.12470588235294121,-0.44868778280542987
Lsm10,0.1038961038961039,0.09692307692307692,40,0.06711538461538473,0.11000000000000024,-0.04288461538461551
Stk40,0.2857142857142857,0.24461538461538462,110,0.14384615384615376,0.08545454545454556,0.0583916083916082
Eva1b,0.08311688311688312,0.12615384615384614,32,-0.5177884615384615,0.13750000000000015,-0.6552884615384617
Thrap3,0.6493506493506493,0.5907692307692308,250,0.09021538461538452,0.06607999999999999,0.02413538461538453
Map7d1,0.32727272727272727,0.2953846153846154,126,0.09743589743589734,0.09714285714285721,0.00029304029304012824
Trappc3,0.16883116883116883,0.19692307692307692,65,-0.1663905325443787,0.10523076923076938,-0.2716213017751481
Adprhl2,0.06493506493506493,0.07076923076923076,25,-0.08984615384615388,0.12960000000000005,-0.21944615384615393
Ago3,0.17142857142857143,0.1523076923076923,66,0.11153846153846153,0.08909090909090925,0.022447552447552283
Ago1,0.11688311688311688,0.10153846153846154,45,0.13128205128205128,0.12977777777777752,0.001504273504273762
Psmb2,0.45194805194805193,0.4323076923076923,174,0.04345711759504865,0.09356321839080467,-0.05010610079575602
AU040320,0.09090909090909091,0.07384615384615385,35,0.18769230769230763,0.11542857142857149,0.07226373626373614
Zmym4,0.11168831168831168,0.15076923076923077,43,-0.3499105545617174,0.1013953488372094,-0.4513059033989268
Sfpq,0.7688311688311689,0.7276923076923076,296,0.05350831600831612,0.06635135135135142,-0.012843035343035304
Zmym1,0.05454545454545454,0.023076923076923078,21,0.5769230769230769,0.07999999999999984,0.496923076923077
Smim12,0.16623376623376623,0.18307692307692308,64,-0.10132211538461541,0.11625000000000019,-0.2175721153846156
Phc2,0.2779220779220779,0.23846153846153847,107,0.1419841840402587,0.10915887850467278,0.03282530553558592
Zfp362,0.07012987012987013,0.05384615384615385,27,0.2321937321937321,0.12296296296296287,0.10923076923076923
Ak2,0.2025974025974026,0.26461538461538464,78,-0.30611439842209076,0.11333333333333331,-0.41944773175542405
Rnf19b,0.2519480519480519,0.20307692307692307,97,0.19397303727200627,0.09731958762886601,0.09665344964314025
S100pbp,0.11168831168831168,0.07846153846153846,43,0.29749552772808585,0.10697674418604661,0.19051878354203924
Yars,0.07272727272727272,0.07230769230769231,28,0.005769230769230704,0.11142857142857138,-0.10565934065934067
Rbbp4,0.4883116883116883,0.4123076923076923,188,0.15564648117839605,0.09702127659574497,0.05862520458265108
Zbtb8os,0.22597402597402597,0.2323076923076923,87,-0.02802829354553492,0.11218390804597687,-0.1402122015915118
Bsdc1,0.14545454545454545,0.1,56,0.31249999999999994,0.11714285714285722,0.19535714285714273
Hdac1,0.4155844155844156,0.2953846153846154,160,0.28923076923076924,0.08899999999999979,0.20023076923076943
Lck,0.6649350649350649,0.6753846153846154,256,-0.015715144230769196,0.06421874999999998,-0.07993389423076917
Eif3i,0.44155844155844154,0.5046153846153846,170,-0.14280542986425335,0.07976470588235267,-0.222570135746606
Tmem234,0.6701298701298701,0.5815384615384616,258,0.1322003577817531,0.06573643410852707,0.06646392367322602
Txlna,0.16363636363636364,0.1646153846153846,63,-0.0059829059829059434,0.13841269841269818,-0.14439560439560412
Kpna6,0.08831168831168831,0.09538461538461539,34,-0.08009049773755657,0.111764705882353,-0.19185520361990957
Khdrbs1,0.5272727272727272,0.5092307692307693,203,0.034217506631299584,0.07192118226600984,-0.037703675634710256
Ptp4a2,0.812987012987013,0.7,313,0.13897763578274772,0.04677316293929704,0.09220447284345068
Pef1,0.10909090909090909,0.07230769230769231,42,0.33717948717948715,0.13142857142857162,0.20575091575091553
Zcchc17,0.24155844155844156,0.22615384615384615,93,0.06377171215880893,0.11010752688172053,-0.046335814722911595
Snrnp40,0.2571428571428571,0.17692307692307693,99,0.31196581196581186,0.10868686868686847,0.20327894327894339
Pum1,0.37922077922077924,0.34615384615384615,146,0.08719704952581671,0.10547945205479432,-0.018282402528977615
Sdc3,0.05714285714285714,0.08153846153846153,22,-0.42692307692307685,0.12181818181818155,-0.5487412587412583
Laptm5,0.9714285714285714,0.94,374,0.03235294117647063,0.010160427807486565,0.02219251336898407
Srsf4,0.19480519480519481,0.14153846153846153,75,0.2734358974358975,0.12426666666666679,0.14916923076923072
Epb41,0.43116883116883115,0.3384615384615385,166,0.21501390176088964,0.07325301204819282,0.14176088971269682
Ythdf2,0.17142857142857143,0.20153846153846153,66,-0.17564102564102557,0.10484848484848502,-0.2804895104895106
Gmeb1,0.11428571428571428,0.07692307692307693,44,0.32692307692307687,0.11999999999999994,0.20692307692307693
Taf12,0.23376623376623376,0.14307692307692307,90,0.38794871794871794,0.11733333333333328,0.27061538461538465
Snhg12,0.18181818181818182,0.24615384615384617,70,-0.35384615384615387,0.09885714285714287,-0.45270329670329673
Trnau1ap,0.14285714285714285,0.15538461538461537,55,-0.08769230769230765,0.1403636363636365,-0.22805594405594415
Phactr4,0.16103896103896104,0.1276923076923077,62,0.20707196029776676,0.1064516129032257,0.10062034739454105
Sesn2,0.05194805194805195,0.06307692307692307,20,-0.21423076923076906,0.10999999999999997,-0.32423076923076904
Atpif1,0.36623376623376624,0.34307692307692306,141,0.06322967812329523,0.1009929078014182,-0.03776322967812297
Dnajc8,0.5662337662337662,0.5030769230769231,218,0.11153846153846146,0.08550458715596321,0.026033874382498254
Eya3,0.06753246753246753,0.06923076923076923,26,-0.025147928994082976,0.11076923076923072,-0.1359171597633137
Rpa2,0.12987012987012986,0.12615384615384614,50,0.028615384615384598,0.1128,-0.0841846153846154
Ppp1r8,0.05454545454545454,0.08153846153846153,21,-0.49487179487179483,0.10666666666666658,-0.6015384615384614
Stx12,0.12987012987012986,0.09076923076923077,50,0.301076923076923,0.09039999999999994,0.2106769230769231
Fam76a,0.14545454545454545,0.12307692307692308,56,0.15384615384615377,0.12785714285714278,0.02598901098901099
Ahdc1,0.1038961038961039,0.14461538461538462,40,-0.3919230769230769,0.09300000000000001,-0.4849230769230769
Wasf2,0.522077922077922,0.4430769230769231,201,0.1513203214695751,0.0794029850746269,0.07191733639494821
Tmem222,0.14545454545454545,0.13076923076923078,56,0.10096153846153837,0.1142857142857141,-0.013324175824175735
Wdtc1,0.14545454545454545,0.10923076923076923,56,0.24903846153846151,0.11285714285714302,0.1361813186813185
Slc9a1,0.09350649350649351,0.08923076923076922,36,0.04572649572649583,0.12666666666666673,-0.0809401709401709
Nudc,0.33766233766233766,0.3630769230769231,130,-0.0752662721893491,0.1015384615384616,-0.1768047337278107
Sfn,0.05974025974025974,0.023076923076923078,23,0.6137123745819397,0.1182608695652174,0.4954515050167223
Zdhhc18,0.5376623376623376,0.45076923076923076,207,0.16161278335191376,0.07768115942029,0.08393162393162376
Pigv,0.05454545454545454,0.03538461538461538,21,0.3512820512820513,0.1295238095238094,0.2217582417582419
Arid1a,0.5844155844155844,0.46307692307692305,225,0.20762393162393164,0.08177777777777803,0.1258461538461536
Rps6ka1,0.19220779220779222,0.20153846153846153,74,-0.04854469854469844,0.1227027027027029,-0.17124740124740134
Hmgn2,0.24675324675324675,0.18769230769230769,95,0.2393522267206478,0.10105263157894731,0.13829959514170048
Cd52,0.9792207792207792,0.9784615384615385,377,0.0007753519689858814,0.004668435013262814,-0.0038930830442769323
Sh3bgrl3,0.935064935064935,0.9230769230769231,360,0.012820512820512744,0.012666666666666822,0.00015384615384592126
