gene,p_green,p_red,n_pos_green,drop,d_null,resid
Ezh1,0.21558441558441557,0.2123076923076923,83,0.015199258572752493,0.10843373493975896,-0.09323447636700646
Coa3,0.23376623376623376,0.29384615384615387,90,-0.25700854700854714,0.11644444444444436,-0.3734529914529915
Becn1,0.3246753246753247,0.26153846153846155,125,0.1944615384615384,0.10239999999999982,0.09206153846153858
Psme3,0.11688311688311688,0.16,45,-0.36888888888888893,0.11999999999999987,-0.4888888888888888
Rundc1,0.05454545454545454,0.03076923076923077,21,0.43589743589743585,0.11999999999999994,0.3158974358974359
Rpl27,0.9324675324675324,0.8676923076923077,359,0.06946646668095138,0.009470752089136636,0.05999571459181475
Ifi35,0.45714285714285713,0.42615384615384616,176,0.06778846153846149,0.08727272727272735,-0.019484265734265857
Nbr1,0.15584415584415584,0.12,60,0.23,0.10866666666666654,0.12133333333333347
Rdm1,0.08571428571428572,0.06461538461538462,33,0.24615384615384614,0.12969696969696975,0.11645687645687638
Arl4d,0.23116883116883116,0.18615384615384614,89,0.19472774416594643,0.08943820224719115,0.10528954191875528
Dhx8,0.18181818181818182,0.19846153846153847,70,-0.09153846153846154,0.113142857142857,-0.20468131868131856
Tmem101,0.06233766233766234,0.04,24,0.35833333333333334,0.11833333333333357,0.23999999999999977
Lsm12,0.35064935064935066,0.32,135,0.0874074074074074,0.10962962962962979,-0.02222222222222238
Hdac5,0.06493506493506493,0.038461538461538464,25,0.4076923076923076,0.13439999999999994,0.2732923076923076
Tmub2,0.07792207792207792,0.07384615384615385,30,0.0523076923076922,0.13599999999999976,-0.08369230769230757
Atxn7l3,0.21558441558441557,0.1723076923076923,83,0.20074142724745134,0.11036144578313235,0.09037998146431898
Ubtf,0.4077922077922078,0.3415384615384615,157,0.16246937775600206,0.08535031847133766,0.0771190592846644
Slc25a39,0.13246753246753246,0.15846153846153846,51,-0.19622926093514337,0.12,-0.31622926093514336
Grn,0.0987012987012987,0.11384615384615385,38,-0.15344129554655866,0.12105263157894745,-0.27449392712550613
Gpatch8,0.43636363636363634,0.4230769230769231,168,0.03044871794871791,0.09285714285714271,-0.0624084249084248
Eftud2,0.16623376623376623,0.17076923076923076,64,-0.02728365384615377,0.1281250000000001,-0.15540865384615388
Nmt1,0.3012987012987013,0.25076923076923074,116,0.16770557029177724,0.10724137931034476,0.06046419098143248
Hexim1,0.17922077922077922,0.09538461538461539,69,0.4677814938684504,0.11304347826086938,0.354738015607581
Fmnl1,0.4649350649350649,0.2953846153846154,179,0.3646755479157713,0.10033519553072617,0.2643403523850451
Map3k14,0.24415584415584415,0.11076923076923077,94,0.5463175122749592,0.10595744680851078,0.4403600654664484
Arhgap27,0.1038961038961039,0.04153846153846154,40,0.6001923076923077,0.12099999999999994,0.47919230769230775
Plekhm1,0.08571428571428572,0.04461538461538461,33,0.4794871794871795,0.1381818181818181,0.3413053613053614
Gosr2,0.14545454545454545,0.15538461538461537,56,-0.06826923076923072,0.1142857142857141,-0.18255494505494482
Nsf,0.2025974025974026,0.19538461538461538,78,0.0356015779092703,0.09794871794871801,-0.06234714003944771
Arf2,0.07012987012987013,0.04461538461538461,27,0.36381766381766384,0.13185185185185186,0.23196581196581198
Kansl1,0.4805194805194805,0.3769230769230769,185,0.2155925155925156,0.10464864864864884,0.11094386694386676
Cdc27,0.13766233766233765,0.12307692307692308,53,0.10595065312046432,0.12679245283018872,-0.0208417997097244
Itgb3,0.23636363636363636,0.3323076923076923,91,-0.4059171597633136,0.09230769230769231,-0.4982248520710059
Tlk2,0.19220779220779222,0.1753846153846154,74,0.08752598752598754,0.1010810810810811,-0.013555093555093559
Dcaf7,0.19480519480519481,0.2,75,-0.026666666666666675,0.12906666666666647,-0.15573333333333314
Map3k3,0.13246753246753246,0.06615384615384616,51,0.500603318250377,0.1270588235294116,0.37354449472096535
Limd2,0.5714285714285714,0.46307692307692305,220,0.1896153846153846,0.062181818181818366,0.12743356643356624
Strada,0.08311688311688312,0.09538461538461539,32,-0.14759615384615388,0.10625000000000014,-0.253846153846154
Ccdc47,0.2831168831168831,0.3415384615384615,109,-0.20635144671841918,0.09614678899082563,-0.30249823570924483
Ddx42,0.32727272727272727,0.3523076923076923,126,-0.07649572649572654,0.10380952380952385,-0.1803052503052504
Ftsj3,0.09090909090909091,0.1646153846153846,35,-0.8107692307692307,0.10171428571428578,-0.9124835164835164
Psmc5,0.2701298701298701,0.26,104,0.037499999999999895,0.1169230769230768,-0.0794230769230769
Smarcd2,0.2077922077922078,0.1676923076923077,80,0.19298076923076926,0.11199999999999989,0.08098076923076937
Icam2,0.13246753246753246,0.04,51,0.6980392156862745,0.12392156862745085,0.5741176470588236
Ern1,0.2675324675324675,0.1723076923076923,103,0.35593726661687825,0.0959223300970874,0.26001493651979085
Tex2,0.21038961038961038,0.12,81,0.42962962962962964,0.11061728395061718,0.3190123456790125
Pecam1,0.2961038961038961,0.42615384615384616,114,-0.43920377867746296,0.07754385964912262,-0.5167476383265855
Milr1,0.05194805194805195,0.046153846153846156,20,0.11153846153846154,0.142,-0.030461538461538443
Polg2,0.06753246753246753,0.047692307692307694,26,0.2937869822485206,0.116923076923077,0.1768639053254436
Ddx5,0.987012987012987,0.9738461538461538,380,0.013340080971659956,0.0032631578947368567,0.0100769230769231
Smurf2,0.12987012987012986,0.07692307692307693,50,0.4076923076923076,0.13920000000000005,0.26849230769230753
Bptf,0.7610389610389611,0.6338461538461538,293,0.16713048044106069,0.061296928327645286,0.1058335521134154
Nol11,0.12987012987012986,0.14307692307692307,50,-0.10169230769230778,0.11360000000000002,-0.21529230769230778
Pitpnc1,0.5532467532467532,0.45692307692307693,213,0.17410617551462615,0.0640375586854461,0.11006861682918005
Gm11713,0.23636363636363636,0.15384615384615385,91,0.3491124260355029,0.10461538461538442,0.2444970414201185
Psmd12,0.33246753246753247,0.2815384615384615,128,0.15318509615384623,0.10218750000000004,0.05099759615384619
Helz,0.2623376623376623,0.20461538461538462,101,0.22003046458491995,0.0958415841584157,0.12418888042650425
Prkca,0.2545454545454545,0.09846153846153846,98,0.6131868131868131,0.10408163265306099,0.5091051805337521
Gna13,0.3948051948051948,0.23384615384615384,152,0.40769230769230774,0.077105263157895,0.33058704453441273
Amz2,0.06493506493506493,0.03230769230769231,25,0.5024615384615384,0.12159999999999999,0.3808615384615384
Slc16a6,0.21298701298701297,0.16923076923076924,82,0.2054409005628517,0.10536585365853667,0.10007504690431503
Prkar1a,0.7558441558441559,0.6153846153846154,291,0.18583135077980437,0.05869415807560154,0.12713719270420282
Fam104a,0.34025974025974026,0.28615384615384615,131,0.1590135055783911,0.09251908396946554,0.06649442160892557
Rpl38,0.9844155844155844,0.9569230769230769,379,0.0279277450781409,0.0025329815303434013,0.0253947635477975
Rab37,0.17142857142857143,0.1276923076923077,66,0.25512820512820517,0.11515151515151538,0.13997668997668977
Slc9a3r1,0.42337662337662335,0.2630769230769231,163,0.378621991505427,0.0878527607361964,0.2907692307692306
Nat9,0.06493506493506493,0.08307692307692308,25,-0.2793846153846155,0.1376,-0.4169846153846155
Fdxr,0.08831168831168831,0.06923076923076923,34,0.21606334841628957,0.12588235294117653,0.09018099547511305
Mrpl58,0.24675324675324675,0.25846153846153846,95,-0.04744939271255062,0.11705263157894732,-0.16450202429149796
Atp5h,0.8649350649350649,0.8215384615384616,333,0.05017325017325011,0.028228228228228264,0.021945021945021848
Kctd2,0.0987012987012987,0.07384615384615385,38,0.2518218623481781,0.12421052631578977,0.12761133603238833
Armc7,0.07792207792207792,0.06153846153846154,30,0.2102564102564102,0.13599999999999993,0.07425641025641028
Nt5c,0.4077922077922078,0.34307692307692306,157,0.15869671729544352,0.09885350318471348,0.05984321411073004
Jpt1,0.6909090909090909,0.5707692307692308,266,0.1738866396761133,0.06977443609022548,0.10411220358588784
Sumo2,0.8597402597402597,0.7692307692307693,331,0.10527538926330457,0.03359516616314195,0.07168022310016262
Gga3,0.09350649350649351,0.06615384615384616,36,0.2925213675213675,0.1433333333333333,0.14918803418803417
Mrps7,0.12727272727272726,0.14307692307692307,49,-0.12417582417582426,0.1093877551020409,-0.23356357927786517
Mif4gd,0.0987012987012987,0.12153846153846154,38,-0.23137651821862343,0.09578947368421091,-0.32716599190283435
Grb2,0.4597402597402597,0.3646153846153846,177,0.20691003911342892,0.09536723163841798,0.11154280747501094
Tmem94,0.06233766233766234,0.06923076923076923,24,-0.11057692307692314,0.12000000000000016,-0.2305769230769233
Sap30bp,0.12467532467532468,0.12923076923076923,48,-0.036538461538461554,0.12833333333333344,-0.16487179487179499
Galk1,0.05194805194805195,0.11076923076923077,20,-1.1323076923076922,0.10800000000000007,-1.2403076923076923
H3f3b,0.9896103896103896,0.943076923076923,381,0.04702200686452659,0.004934383202099676,0.04208762366242691
Unc13d,0.16103896103896104,0.13692307692307693,62,0.1497518610421836,0.12645161290322596,0.023300248138957647
Wbp2,0.35584415584415585,0.22153846153846155,137,0.3774284110050533,0.08759124087591227,0.289837170129141
Mrpl38,0.08311688311688312,0.09538461538461539,32,-0.14759615384615388,0.13125000000000017,-0.2788461538461541
Acox1,0.07012987012987013,0.04923076923076923,27,0.298005698005698,0.09777777777777773,0.20022792022792024
Ten1,0.16363636363636364,0.17846153846153845,63,-0.09059829059829053,0.11047619047619084,-0.20107448107448136
Srp68,0.2051948051948052,0.17846153846153845,79,0.13028237585199623,0.11341772151898749,0.01686465433300874
Exoc7,0.12207792207792208,0.09384615384615384,47,0.23126022913256958,0.10893617021276582,0.12232405891980376
Rnf157,0.5662337662337662,0.4815384615384615,218,0.14957657021877202,0.06788990825688083,0.08168666196189119
Ubald2,0.7792207792207793,0.6523076923076923,300,0.16287179487179498,0.0376000000000001,0.12527179487179488
Prpsap1,0.2051948051948052,0.18153846153846154,79,0.11528724440116851,0.11898734177215191,-0.003700097370983396
Jmjd6,0.1974025974025974,0.18,76,0.08815789473684219,0.1157894736842105,-0.027631578947368313
Mettl23,0.35064935064935066,0.3861538461538462,135,-0.10125356125356132,0.10577777777777769,-0.20703133903133902
Srsf2,0.6597402597402597,0.5861538461538461,254,0.11153846153846156,0.07212598425196873,0.03941247728649283
Snhg20,0.07532467532467532,0.08153846153846153,29,-0.0824933687002652,0.1268965517241381,-0.2093899204244033
Sec14l1,0.09350649350649351,0.06307692307692307,36,0.3254273504273505,0.11777777777777795,0.20764957264957254
Sept9,0.3922077922077922,0.4169230769230769,151,-0.06301579215486489,0.09165562913907299,-0.15467142129393788
Tnrc6c,0.45454545454545453,0.42153846153846153,175,0.07261538461538461,0.0898285714285713,-0.01721318681318669
Tmc6,0.11428571428571428,0.07692307692307693,44,0.32692307692307687,0.11090909090909101,0.21601398601398586
Tmc8,0.07272727272727272,0.036923076923076927,28,0.4923076923076922,0.13142857142857142,0.3608791208791208
Syngr2,0.23376623376623376,0.31076923076923074,90,-0.3294017094017093,0.11199999999999982,-0.44140170940170914
Socs3,0.5324675324675324,0.20923076923076922,205,0.6070544090056285,0.06087804878048788,0.5461763602251406
Pgs1,0.12727272727272726,0.12461538461538461,49,0.020879120879120788,0.11918367346938785,-0.09830455259026706
Cyth1,0.3246753246753247,0.16615384615384615,125,0.48824615384615383,0.10560000000000007,0.38264615384615375
Usp36,0.12987012987012986,0.12461538461538461,50,0.04046153846153838,0.12079999999999996,-0.08033846153846158
Timp2,0.12467532467532468,0.08923076923076922,48,0.28429487179487184,0.10416666666666681,0.18012820512820504
Lgals3bp,0.612987012987013,0.7384615384615385,236,-0.20469361147327259,0.050508474576271375,-0.255202086049544
Cant1,0.14025974025974025,0.14153846153846153,54,-0.009116809116809118,0.10222222222222227,-0.11133903133903139
Cbx4,0.24415584415584415,0.15692307692307692,94,0.3572831423895254,0.10723404255319142,0.250049099836334
Eif4a3,0.2987012987012987,0.27692307692307694,115,0.07290969899665543,0.10643478260869574,-0.033525083612040305
Slc26a11,0.07792207792207792,0.02923076923076923,30,0.6248717948717949,0.10266666666666677,0.5222051282051281
Rnf213,0.522077922077922,0.5507692307692308,201,-0.054955989284347626,0.05213930348258693,-0.10709529276693455
Rptor,0.16363636363636364,0.14307692307692307,63,0.12564102564102567,0.10476190476190467,0.020879120879121
Chmp6,0.07272727272727272,0.10461538461538461,28,-0.43846153846153846,0.13142857142857142,-0.5698901098901099
Baiap2,0.13246753246753246,0.08615384615384615,51,0.3496229260935143,0.10823529411764722,0.2413876319758671
Ndufaf8,0.24935064935064935,0.24769230769230768,96,0.006650641025641058,0.10541666666666662,-0.09876602564102556
Slc38a10,0.2051948051948052,0.12307692307692308,79,0.40019474196689386,0.1194936708860761,0.28070107108081777
Actg1,0.9714285714285714,0.9492307692307692,374,0.022850678733031683,0.0022459893048125974,0.020604689428219088
Faap100,0.07792207792207792,0.08307692307692308,30,-0.06615384615384616,0.11466666666666667,-0.1808205128205128
Nploc4,0.0987012987012987,0.07076923076923076,38,0.2829959514170041,0.122105263157895,0.16089068825910913
Ccdc137,0.06493506493506493,0.08307692307692308,25,-0.2793846153846155,0.11840000000000002,-0.3977846153846155
Mrpl12,0.16623376623376623,0.2169230769230769,64,-0.30492788461538456,0.12937500000000013,-0.4343028846153847
Mcrip1,0.3090909090909091,0.2969230769230769,119,0.03936651583710412,0.10352941176470598,-0.06416289592760185
P4hb,0.35064935064935066,0.44153846153846155,135,-0.25920227920227923,0.10044444444444456,-0.3596467236467238
Arhgdia,0.7012987012987013,0.5707692307692308,270,0.18612535612535608,0.0628148148148149,0.12331054131054117
Alyref,0.33246753246753247,0.24615384615384617,128,0.2596153846153846,0.11468749999999998,0.14492788461538458
Anapc11,0.2727272727272727,0.26,105,0.046666666666666565,0.11085714285714283,-0.06419047619047627
Sirt7,0.4077922077922078,0.2692307692307692,157,0.33978441940225385,0.09095541401273892,0.2488290053895149
Mafg,0.16883116883116883,0.20615384615384616,65,-0.22106508875739647,0.105846153846154,-0.3269112426035505
Aspscr1,0.14285714285714285,0.08307692307692308,55,0.41846153846153844,0.13090909090909095,0.28755244755244747
Cenpx,0.3168831168831169,0.34,122,-0.07295081967213124,0.10196721311475386,-0.1749180327868851
Dcxr,0.08831168831168831,0.052307692307692305,34,0.40769230769230774,0.11294117647058849,0.29475113122171925
Gps1,0.14805194805194805,0.17076923076923076,57,-0.15344129554655866,0.11859649122807013,-0.2720377867746288
Dus1l,0.08831168831168831,0.0876923076923077,34,0.007013574660633479,0.11411764705882364,-0.10710407239819017
Fasn,0.11688311688311688,0.10153846153846154,45,0.13128205128205128,0.1360000000000001,-0.004717948717948811
Slc16a3,0.05714285714285714,0.10153846153846154,22,-0.7769230769230769,0.12363636363636366,-0.9005594405594406
Csnk1d,0.36623376623376624,0.28615384615384615,141,0.218657937806874,0.09021276595744679,0.12844517184942722
Cd7,0.37922077922077924,0.13384615384615384,146,0.6470495258166491,0.0750684931506848,0.5719810326659643
BC017643,0.23636363636363636,0.18153846153846154,91,0.2319526627218935,0.11032967032967003,0.12162299239222346
Narf,0.07792207792207792,0.10923076923076923,30,-0.4017948717948718,0.1093333333333334,-0.5111282051282051
Foxk2,0.05974025974025974,0.06153846153846154,23,-0.03010033444816061,0.1356521739130434,-0.165752508361204
Wdr45b,0.1974025974025974,0.17692307692307693,76,0.10374493927125505,0.12105263157894731,-0.01730769230769226
Metrnl,0.5298701298701298,0.2753846153846154,204,0.48027903469079936,0.07117647058823506,0.4091025641025643
Gdi2,0.5454545454545454,0.4846153846153846,210,0.11153846153846148,0.09409523809523791,0.017443223443223563
Fam208b,0.2857142857142857,0.2846153846153846,110,0.0038461538461538325,0.10436363636363649,-0.10051748251748266
Asb13,0.2051948051948052,0.18615384615384614,79,0.09279454722492708,0.12101265822784815,-0.02821811100292107
Akr1c13,0.06233766233766234,0.04923076923076923,24,0.21025641025641026,0.13000000000000003,0.08025641025641023
Klf6,0.7766233766233767,0.6846153846153846,299,0.11847182917417035,0.0394648829431436,0.07900694623102675
Pfkp,0.5064935064935064,0.44769230769230767,195,0.11609467455621297,0.08307692307692302,0.03301775147928995
Wdr37,0.12987012987012986,0.12153846153846154,50,0.06415384615384606,0.1127999999999999,-0.04864615384615384
Gtpbp4,0.21038961038961038,0.2907692307692308,81,-0.3820512820512822,0.10962962962962951,-0.4916809116809117
Larp4b,0.2727272727272727,0.30615384615384617,105,-0.12256410256410269,0.09904761904761866,-0.22161172161172135
Zmynd11,0.33506493506493507,0.2523076923076923,129,0.24698867024448426,0.09550387596899233,0.15148479427549194
Mtr,0.06753246753246753,0.04923076923076923,26,0.27100591715976324,0.08923076923076911,0.18177514792899413
Heatr1,0.07012987012987013,0.08615384615384615,27,-0.22849002849002853,0.13185185185185186,-0.3603418803418804
Lgals8,0.2857142857142857,0.21846153846153846,110,0.23538461538461536,0.08327272727272753,0.15211188811188783
Ero1lb,0.07012987012987013,0.06461538461538462,27,0.07863247863247856,0.11851851851851852,-0.03988603988603996
Gpr137b,0.06233766233766234,0.021538461538461538,24,0.6544871794871795,0.11166666666666686,0.5428205128205126
Lyst,0.3948051948051948,0.28,152,0.2907894736842105,0.07710526315789472,0.21368421052631575
B3galnt2,0.07792207792207792,0.09538461538461539,30,-0.22410256410256416,0.10266666666666677,-0.3267692307692309
Tbce,0.14545454545454545,0.13538461538461538,56,0.0692307692307692,0.11642857142857148,-0.04719780219780227
Ggps1,0.17662337662337663,0.17846153846153845,68,-0.010407239819004436,0.11117647058823535,-0.12158371040723978
Arid4b,0.5506493506493506,0.4846153846153846,212,0.11992017416545712,0.06396226415094348,0.05595791001451364
Mrpl32,0.2805194805194805,0.28307692307692306,108,-0.009116809116809118,0.11333333333333323,-0.12245014245014235
Psma2,0.6857142857142857,0.6338461538461538,264,0.07564102564102566,0.0692424242424242,0.006398601398601461
Mplkip,0.2649350649350649,0.24307692307692308,102,0.08250377073906477,0.09882352941176456,-0.01631975867269979
Cdk13,0.4077922077922078,0.35846153846153844,157,0.12097011268985801,0.08866242038216549,0.03230769230769252
Rala,0.24935064935064935,0.24615384615384617,96,0.012820512820512765,0.11041666666666662,-0.09759615384615386
Vps41,0.22597402597402597,0.17692307692307693,87,0.21706454465075148,0.1039080459770113,0.11315649867374018
Stard3nl,0.2545454545454545,0.23692307692307693,98,0.06923076923076911,0.10489795918367324,-0.03566718995290413
Elmo1,0.4779220779220779,0.36153846153846153,184,0.24352006688963213,0.08434782608695661,0.1591722408026755
Gm32036,0.07272727272727272,0.036923076923076927,28,0.4923076923076922,0.14142857142857154,0.35087912087912065
Aoah,0.2961038961038961,0.2123076923076923,114,0.282995951417004,0.10631578947368446,0.17668016194331954
Trim27,0.16883116883116883,0.17384615384615384,65,-0.029704142011834307,0.1150769230769231,-0.1447810650887574
Zkscan3,0.2727272727272727,0.23692307692307693,105,0.1312820512820512,0.09828571428571409,0.03299633699633711
Zscan26,0.12467532467532468,0.07846153846153846,48,0.37067307692307694,0.12083333333333361,0.2498397435897433
Hist1h4i,0.07272727272727272,0.04923076923076923,28,0.32307692307692304,0.11142857142857138,0.21164835164835166
Zfp322a,0.11168831168831168,0.14461538461538462,43,-0.2948121645796065,0.10418604651162794,-0.39899821109123446
Abt1,0.11428571428571428,0.0876923076923077,44,0.23269230769230764,0.12909090909090898,0.10360139860139866
Hist1h4d,0.15324675324675324,0.1476923076923077,59,0.03624511082138189,0.13084745762711858,-0.09460234680573669
Hist1h1e,0.2727272727272727,0.20615384615384616,105,0.24410256410256403,0.08457142857142848,0.15953113553113557
Hist1h1c,0.22077922077922077,0.12923076923076923,85,0.4146606334841629,0.07482352941176419,0.3398371040723987
Hist1h3a,0.05194805194805195,0.006153846153846154,20,0.8815384615384615,0.1020000000000002,0.7795384615384613
Cmah,0.08571428571428572,0.03230769230769231,33,0.6230769230769231,0.10666666666666688,0.5164102564102562
Ripor2,0.43636363636363634,0.32153846153846155,168,0.2631410256410256,0.07190476190476182,0.1912362637362638
Gmnn,0.06493506493506493,0.08615384615384615,25,-0.32676923076923087,0.11999999999999994,-0.4467692307692308
BC005537,0.5142857142857142,0.4076923076923077,198,0.2072649572649572,0.0834343434343433,0.12383061383061389
Acot13,0.06753246753246753,0.10153846153846154,26,-0.5035502958579883,0.13692307692307693,-0.6404733727810652
Tdp2,0.15064935064935064,0.10307692307692308,58,0.31578249336870023,0.10482758620689643,0.21095490716180382
Mrs2,0.12467532467532468,0.06461538461538462,48,0.48173076923076924,0.11083333333333352,0.37089743589743573
Gm11361,0.06753246753246753,0.10461538461538461,26,-0.549112426035503,0.1169230769230768,-0.6660355029585798
Cdkal1,0.13766233766233765,0.11384615384615385,53,0.17300435413642953,0.12603773584905653,0.046966618287373
Uqcrfs1,0.4597402597402597,0.37538461538461537,177,0.18348544111255977,0.08881355932203414,0.09467188179052563
Dusp22,0.16883116883116883,0.13846153846153847,65,0.1798816568047337,0.09415384615384623,0.08572781065088747
Exoc2,0.18181818181818182,0.19846153846153847,70,-0.09153846153846154,0.11085714285714313,-0.20239560439560467
Gmds,0.05974025974025974,0.05692307692307692,23,0.047157190635451485,0.11999999999999994,-0.07284280936454846
Wrnip1,0.11168831168831168,0.07538461538461538,43,0.3250447227191413,0.11813953488372089,0.20690518783542042
Serpinb6b,0.7896103896103897,0.7184615384615385,304,0.09010627530364375,0.0339473684210528,0.056158906882590946
Gm47662,0.12207792207792208,0.05076923076923077,47,0.5841243862520458,0.10468085106382978,0.479443535188216
Serpinb9,0.948051948051948,0.8738461538461538,365,0.07827186512118019,0.014904109589041186,0.063367755532139
Serpinb9b,0.18181818181818182,0.17692307692307693,70,0.026923076923076897,0.03257142857142882,-0.005648351648351924
Serpinb6a,0.07792207792207792,0.13076923076923078,30,-0.6782051282051283,0.08266666666666668,-0.760871794871795
Nqo2,0.06493506493506493,0.046153846153846156,25,0.2892307692307691,0.12480000000000016,0.16443076923076896
Ripk1,0.32987012987012987,0.26461538461538464,127,0.19781950333131426,0.08062992125984242,0.11718958207147184
Tubb2a,0.13506493506493505,0.05384615384615385,52,0.6013313609467456,0.10692307692307688,0.49440828402366865
Psmg4,0.18961038961038962,0.2153846153846154,73,-0.13593256059009484,0.12712328767123285,-0.26305584826132766
Prpf4b,0.6493506493506493,0.7,250,-0.07799999999999994,0.05647999999999995,-0.13447999999999988
Eci2,0.09350649350649351,0.12,36,-0.2833333333333332,0.12333333333333363,-0.40666666666666684
Cdyl,0.16103896103896104,0.16,62,0.006451612903225774,0.11870967741935501,-0.11225806451612924
Fars2,0.05714285714285714,0.04923076923076923,22,0.13846153846153844,0.14545454545454545,-0.006993006993007006
Rreb1,0.19220779220779222,0.18461538461538463,74,0.03950103950103949,0.1102702702702702,-0.07076923076923071
Ssr1,0.5168831168831168,0.4969230769230769,199,0.03861615771163503,0.08542713567839189,-0.04681097796675686
Riok1,0.6415584415584416,0.5153846153846153,247,0.19666770476487083,0.06283400809716597,0.13383369666770487
Snrnp48,0.4051948051948052,0.3769230769230769,156,0.06977317554240638,0.08846153846153819,-0.018688362919131812
Txndc5,0.14025974025974025,0.10307692307692308,54,0.265099715099715,0.10666666666666662,0.1584330484330484
Eef1e1,0.11168831168831168,0.13384615384615384,43,-0.1983899821109123,0.10604651162790692,-0.3044364937388192
Slc35b3,0.18441558441558442,0.14461538461538462,71,0.21581798483206935,0.1109859154929576,0.10483206933911175
Gcnt2,0.05714285714285714,0.021538461538461538,22,0.623076923076923,0.11999999999999994,0.503076923076923
Pak1ip1,0.2779220779220779,0.23076923076923078,107,0.16966211358734712,0.12299065420560726,0.04667145938173986
Tmem14c,0.3974025974025974,0.40923076923076923,153,-0.029763700351935592,0.09699346405228759,-0.1267571644042232
Nedd9,0.4103896103896104,0.4246153846153846,158,-0.03466407010710802,0.09721518987341779,-0.1318792599805258
Tmem170b,0.08311688311688312,0.055384615384615386,32,0.33365384615384613,0.10750000000000016,0.22615384615384598
Hivep1,0.15584415584415584,0.1476923076923077,60,0.0523076923076922,0.1246666666666667,-0.07235897435897451
Gfod1,0.18701298701298702,0.09076923076923077,72,0.5146367521367522,0.11222222222222199,0.4024145299145302
Sirt5,0.06493506493506493,0.06769230769230769,25,-0.04246153846153853,0.12320000000000002,-0.16566153846153855
Nol7,0.4753246753246753,0.4938461538461538,183,-0.03896595208070615,0.0797814207650273,-0.11874737284573345
Ranbp9,0.24415584415584415,0.17846153846153845,94,0.26906710310965637,0.12170212765957426,0.1473649754500821
Mcur1,0.15584415584415584,0.09846153846153846,60,0.3682051282051282,0.10866666666666672,0.2595384615384615
Jarid2,0.2961038961038961,0.26153846153846155,114,0.11673414304993243,0.09192982456140364,0.024804318488528793
Dtnbp1,0.18701298701298702,0.15846153846153846,72,0.1526709401709402,0.11388888888888883,0.03878205128205138
Mylip,0.4831168831168831,0.29384615384615387,186,0.3917700578990901,0.07569892473118295,0.31607113316790714
Atxn1,0.23896103896103896,0.2153846153846154,92,0.09866220735785947,0.09217391304347829,0.006488294314381179
Fam8a1,0.15324675324675324,0.1,59,0.34745762711864403,0.11864406779661003,0.228813559322034
Nup153,0.2649350649350649,0.2692307692307692,102,-0.0162141779788839,0.1078431372549019,-0.1240573152337858
Dek,0.6805194805194805,0.52,262,0.23587786259541982,0.06244274809160335,0.17343511450381646
6720427I07Rik,0.10909090909090909,0.09538461538461539,42,0.12564102564102558,0.08857142857142872,0.037069597069596866
Phf2,0.12727272727272726,0.09538461538461539,49,0.25054945054945044,0.11999999999999979,0.13054945054945066
Fam120a,0.2831168831168831,0.26461538461538464,109,0.0653493295695129,0.11559633027522952,-0.05024700070571661
Ninj1,0.07792207792207792,0.043076923076923075,30,0.4471794871794872,0.11066666666666676,0.33651282051282044
Card19,0.33766233766233766,0.2553846153846154,130,0.24366863905325448,0.09661538461538474,0.14705325443786973
Susd3,0.06233766233766234,0.038461538461538464,24,0.3830128205128205,0.11833333333333323,0.26467948717948725
Fgd3,0.14285714285714285,0.08461538461538462,55,0.40769230769230763,0.13163636363636377,0.27605594405594386
Bicd2,0.1012987012987013,0.1,39,0.012820512820512824,0.11589743589743608,-0.10307692307692326
Nol8,0.09610389610389611,0.16615384615384615,37,-0.7288981288981288,0.07027027027027034,-0.7991683991683991
Iars,0.10909090909090909,0.09538461538461539,42,0.12564102564102558,0.12190476190476214,0.0037362637362634427
Spin1,0.17922077922077922,0.10461538461538461,69,0.41627647714604243,0.12347826086956526,0.2927982162764772
Cks2,0.12467532467532468,0.08461538461538462,48,0.32131410256410253,0.10833333333333335,0.2129807692307692
Secisbp2,0.16623376623376623,0.16153846153846155,64,0.028245192307692252,0.11937500000000009,-0.09112980769230784
Sema4d,0.37402597402597404,0.4015384615384615,144,-0.0735576923076922,0.10555555555555547,-0.17911324786324767
Gadd45g,0.16103896103896104,0.12461538461538461,62,0.22617866004962778,0.074193548387097,0.15198511166253076
Syk,0.2857142857142857,0.1753846153846154,110,0.3861538461538461,0.08836363636363634,0.29779020979020976
Auh,0.36363636363636365,0.26461538461538464,140,0.27230769230769225,0.09628571428571439,0.17602197802197786
Nfil3,0.3922077922077922,0.2246153846153846,151,0.4273051451859399,0.09165562913907299,0.33564951604686694
Sptlc1,0.15064935064935064,0.13230769230769232,58,0.12175066312997336,0.1172413793103448,0.004509283819628562
Sfxn1,0.23636363636363636,0.28923076923076924,91,-0.2236686390532545,0.1006593406593405,-0.32432797971259497
Hrh2,0.06233766233766234,0.07230769230769231,24,-0.15993589743589745,0.11000000000000017,-0.26993589743589763
Thoc3,0.1038961038961039,0.0876923076923077,40,0.15596153846153848,0.1250000000000003,0.03096153846153818
4833439L19Rik,0.13246753246753246,0.10923076923076923,51,0.1754147812971342,0.11215686274509808,0.06325791855203612
Arl10,0.12467532467532468,0.09230769230769231,48,0.2596153846153846,0.11916666666666659,0.140448717948718
Higd2a,0.43896103896103894,0.25846153846153846,169,0.41119708693673185,0.09372781065088771,0.31746927628584415
