definition,tissue,assay,donor,n_nk,n_bright,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright
author,bone marrow,10x 5' v1,A37,164,21,3681.5,0.12804878048780488,1.1727869243863387,0.8170731707317073,0.7142857142857143,0.9024390243902439,0.9047619047619048,0.926829268292683,0.8095238095238095,0.18902439024390244,0.7619047619047619,0.6646341463414634,1.0
author,bone marrow,10x 5' v2,621B,33,7,3441.0,0.21212121212121213,1.280471281003187,0.6363636363636364,0.2857142857142857,0.8484848484848485,0.7142857142857143,0.7878787878787878,0.8571428571428571,0.30303030303030304,0.8571428571428571,0.5454545454545454,0.8571428571428571
author,bone marrow,10x 5' v2,637C,384,97,4811.5,0.2526041666666667,1.707079113749755,0.734375,0.7938144329896907,0.84375,0.7216494845360825,0.8645833333333334,0.8041237113402062,0.2786458333333333,0.7010309278350515,0.4401041666666667,0.7422680412371134
author,bone marrow,10x 5' v2,640C,336,38,4549.0,0.1130952380952381,2.6959900603059688,0.6160714285714286,0.42105263157894735,0.8214285714285714,0.6578947368421053,0.8898809523809523,0.5526315789473685,0.25595238095238093,0.7894736842105263,0.2619047619047619,0.8157894736842105
author,caecum,10x 5' v1,A29,2,1,5145.5,0.5,2.887111925630573,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0
author,duodenum,10x 5' v1,A31,4,3,5340.5,0.75,3.916936034690139,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.25,0.0
author,duodenum,10x 5' v1,A37,1,0,3041.0,0.0,1.8522263084291726,1.0,,1.0,,1.0,,0.0,,0.0,
author,ileum,10x 5' v1,A36,1,1,3902.0,1.0,3.6995907300742954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
author,jejunal epithelium,10x 3' v3,D496,4,3,3826.5,0.75,0.9323709415514578,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666
author,jejunal epithelium,10x 3' v3,D503,56,40,3935.5,0.7142857142857143,2.156091611050251,0.5892857142857143,0.625,0.8928571428571429,0.875,0.7321428571428571,0.725,0.5,0.625,0.6607142857142857,0.725
author,jejunal epithelium,10x 5' v2,582C,26,26,2829.0,1.0,1.3727601789000963,0.23076923076923078,0.23076923076923078,0.34615384615384615,0.34615384615384615,0.46153846153846156,0.46153846153846156,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
author,jejunal epithelium,10x 5' v2,637C,5,5,2947.0,1.0,1.5903527891332048,0.6,0.6,0.6,0.6,1.0,1.0,0.8,0.8,0.8,0.8
author,jejunal epithelium,10x 5' v2,640C,35,25,4163.0,0.7142857142857143,2.8666061836672707,0.6857142857142857,0.72,0.8857142857142857,0.88,0.9142857142857143,0.88,0.6857142857142857,0.84,0.5428571428571428,0.72
author,jejunum lamina propria,10x 3' v3,D496,22,1,4781.5,0.045454545454545456,0.7195733653166416,0.6363636363636364,0.0,0.6818181818181818,0.0,0.9090909090909091,1.0,0.13636363636363635,0.0,0.3181818181818182,0.0
author,jejunum lamina propria,10x 3' v3,D503,50,34,4041.5,0.68,2.084880871246934,0.6,0.5,0.84,0.7941176470588235,0.72,0.6764705882352942,0.46,0.5882352941176471,0.56,0.6470588235294118
author,jejunum lamina propria,10x 5' v2,582C,12,7,3397.5,0.5833333333333334,1.6253868121906372,0.5,0.2857142857142857,0.75,0.5714285714285714,0.5833333333333334,0.42857142857142855,0.75,0.8571428571428571,0.8333333333333334,0.8571428571428571
author,jejunum lamina propria,10x 5' v2,637C,4,2,2835.0,0.5,0.8771260061815529,0.5,0.5,0.25,0.0,0.25,0.0,0.5,1.0,0.75,1.0
author,jejunum lamina propria,10x 5' v2,640C,55,28,4529.0,0.509090909090909,3.254163785811763,0.6,0.6428571428571429,0.8181818181818182,0.8571428571428571,0.9090909090909091,0.8571428571428571,0.45454545454545453,0.7857142857142857,0.4727272727272727,0.8571428571428571
author,liver,10x 5' v1,A29,64,38,4436.5,0.59375,2.270131736557538,0.78125,0.9210526315789473,0.875,0.9736842105263158,0.75,0.7368421052631579,0.796875,0.9473684210526315,0.71875,0.868421052631579
author,liver,10x 5' v1,A31,141,81,3380.0,0.574468085106383,2.152979449578895,0.75177304964539,0.8765432098765432,0.8652482269503546,0.8888888888888888,0.8014184397163121,0.7530864197530864,0.723404255319149,0.9012345679012346,0.3546099290780142,0.41975308641975306
author,liver,10x 5' v1,A35,63,35,5352.0,0.5555555555555556,2.738335990389879,0.8095238095238095,0.8285714285714286,0.9682539682539683,0.9714285714285714,0.9206349206349206,0.9428571428571428,0.7777777777777778,0.9714285714285714,0.4126984126984127,0.5428571428571428
author,liver,10x 5' v1,A36,609,447,1209.0,0.7339901477832512,1.5157034659794808,0.7931034482758621,0.8523489932885906,0.7799671592775042,0.7472035794183445,0.6666666666666666,0.6532438478747203,0.4614121510673235,0.5906040268456376,0.5073891625615764,0.5838926174496645
author,liver,10x 5' v1,A52,638,389,4873.0,0.609717868338558,2.07525984547918,0.7586206896551724,0.8663239074550129,0.8808777429467085,0.8894601542416453,0.7899686520376176,0.7712082262210797,0.603448275862069,0.8560411311053985,0.7899686520376176,0.8791773778920309
author,liver,10x 5' v2,637C,955,454,4743.0,0.47539267015706804,1.5319668511256048,0.8104712041884817,0.8237885462555066,0.8544502617801047,0.8105726872246696,0.8586387434554974,0.8127753303964758,0.4617801047120419,0.8281938325991189,0.5403141361256545,0.8281938325991189
author,liver,10x 5' v2,640C,1117,261,4543.0,0.23366159355416294,2.7247863022920997,0.7278424350940018,0.685823754789272,0.8710832587287377,0.8160919540229885,0.8504923903312444,0.6819923371647509,0.3455684870188004,0.8697318007662835,0.3106535362578335,0.7318007662835249
author,lung,10x 3' v3,D496,808,11,4192.0,0.013613861386138614,1.128254778899293,0.8044554455445545,0.9090909090909091,0.9356435643564357,0.7272727272727273,0.8551980198019802,0.7272727272727273,0.11386138613861387,0.45454545454545453,0.35396039603960394,0.7272727272727273
author,lung,10x 3' v3,D503,2072,417,4010.0,0.20125482625482624,1.5305365070839698,0.750965250965251,0.5467625899280576,0.8875482625482626,0.7338129496402878,0.7046332046332047,0.5371702637889688,0.27606177606177607,0.750599520383693,0.5135135135135135,0.8249400479616307
author,lung,10x 5' v1,A29,125,9,4674.0,0.072,1.3163635800032054,0.752,0.6666666666666666,0.984,0.8888888888888888,0.904,0.7777777777777778,0.68,1.0,0.48,0.6666666666666666
author,lung,10x 5' v1,A31,18,0,2664.0,0.0,1.6335616384205824,0.6666666666666666,,0.8888888888888888,,0.8888888888888888,,0.6111111111111112,,0.05555555555555555,
author,lung,10x 5' v1,A35,6,1,2805.0,0.16666666666666666,2.2306912417808182,0.6666666666666666,1.0,0.8333333333333334,1.0,0.6666666666666666,1.0,0.5,1.0,0.16666666666666666,0.0
author,lung,10x 5' v1,A36,51,10,4662.0,0.19607843137254902,1.0995147760876558,0.45098039215686275,0.6,0.8431372549019608,0.7,0.7843137254901961,0.6,0.23529411764705882,0.8,0.4117647058823529,0.9
author,lung,10x 5' v1,A37,8,5,2512.0,0.625,2.2550926881270206,0.375,0.2,0.875,1.0,0.875,0.8,0.625,0.8,0.75,1.0
author,lung,10x 5' v1,A52,116,4,3758.0,0.034482758620689655,1.852133734798376,0.7241379310344828,0.25,0.9396551724137931,0.25,0.8189655172413793,0.5,0.33620689655172414,1.0,0.7758620689655172,0.75
author,lung,10x 5' v2,637C,19,3,5155.0,0.15789473684210525,1.7202333399286294,0.7894736842105263,0.6666666666666666,0.8947368421052632,1.0,0.9473684210526315,1.0,0.10526315789473684,0.6666666666666666,0.47368421052631576,1.0
author,lung,10x 5' v2,640C,10,2,4549.5,0.2,1.8859711015957772,0.8,0.5,0.8,0.0,0.9,0.5,0.2,0.5,0.2,0.5
author,mesenteric lymph node,10x 5' v1,A29,5,5,3709.0,1.0,1.591655775111779,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,0.6,0.6
author,mesenteric lymph node,10x 5' v1,A31,8,7,7351.5,0.875,1.5141506041091186,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571,0.375,0.42857142857142855
author,mesenteric lymph node,10x 5' v1,A35,14,14,5050.5,1.0,2.4789837017473957,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7857142857142857
author,mesenteric lymph node,10x 5' v1,A36,11,11,5051.0,1.0,2.458010753267123,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.7272727272727273
author,mesenteric lymph node,10x 5' v1,A37,3,3,4728.0,1.0,1.5918681137385589,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
author,mesenteric lymph node,10x 5' v2,621B,50,36,2777.5,0.72,1.789281811101312,0.62,0.5833333333333334,0.54,0.5,0.74,0.8055555555555556,0.3,0.4166666666666667,0.32,0.4166666666666667
author,mesenteric lymph node,10x 5' v2,637C,794,449,4519.0,0.5654911838790933,1.5126752213718941,0.7707808564231738,0.7438752783964365,0.8261964735516373,0.7572383073496659,0.7758186397984886,0.7104677060133631,0.48488664987405544,0.7260579064587973,0.5491183879093199,0.7171492204899778
author,mesenteric lymph node,10x 5' v2,640C,106,102,4895.5,0.9622641509433962,1.9733726461180576,0.5849056603773585,0.5980392156862745,0.6509433962264151,0.6470588235294118,0.6226415094339622,0.6176470588235294,0.839622641509434,0.8431372549019608,0.7358490566037735,0.7450980392156863
author,omentum,10x 5' v1,A31,1,0,3217.0,0.0,0.47101821050626014,0.0,,1.0,,1.0,,1.0,,0.0,
author,omentum,10x 5' v1,A35,11,2,2430.0,0.18181818181818182,1.609876263561811,0.8181818181818182,0.5,0.8181818181818182,0.5,0.5454545454545454,1.0,0.2727272727272727,1.0,0.18181818181818182,0.5
author,omentum,10x 5' v1,A36,18,4,5621.0,0.2222222222222222,1.5937821798563228,0.6666666666666666,0.75,0.9444444444444444,1.0,1.0,1.0,0.3333333333333333,1.0,0.5555555555555556,1.0
author,omentum,10x 5' v1,A37,3,1,3436.0,0.3333333333333333,1.3343980451332575,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0
author,sigmoid colon,10x 5' v1,A29,1,0,4983.0,0.0,3.003106671528441,0.0,,1.0,,1.0,,0.0,,0.0,
author,skeletal muscle tissue,10x 5' v1,A29,2,0,4319.5,0.0,0.8511833876047069,0.5,,1.0,,1.0,,1.0,,0.5,
author,skeletal muscle tissue,10x 5' v1,A35,127,14,5232.0,0.11023622047244094,1.331422187003816,0.6535433070866141,0.7142857142857143,0.952755905511811,0.9285714285714286,0.8976377952755905,0.7142857142857143,0.5984251968503937,1.0,0.2992125984251969,0.7142857142857143
author,skeletal muscle tissue,10x 5' v1,A37,5,0,4503.0,0.0,1.0146697254772872,0.6,,1.0,,0.8,,0.2,,0.6,
author,spleen,10x 3' v3,D496,1459,136,4347.0,0.0932145305003427,1.4458238832024366,0.6052090472926662,0.6691176470588235,0.9163810829335161,0.875,0.8588074023303632,0.7794117647058824,0.08361891706648389,0.5955882352941176,0.25017135023989034,0.7794117647058824
author,spleen,10x 3' v3,D503,3639,2018,4148.0,0.5545479527342676,1.8614597960543582,0.6237977466336906,0.6635282457879088,0.8004946413849959,0.744796828543112,0.6210497389392691,0.5445986124876115,0.38307227260236326,0.6313181367690783,0.5103050288540808,0.7125867195242814
author,spleen,10x 5' v1,A29,136,72,6078.5,0.5294117647058824,2.2680024518543243,0.6911764705882353,0.7222222222222222,0.8897058823529411,0.8194444444444444,0.7573529411764706,0.6805555555555556,0.8529411764705882,1.0,0.6691176470588235,0.8888888888888888
author,spleen,10x 5' v1,A31,64,57,5773.5,0.890625,2.4912870571898003,0.765625,0.7894736842105263,0.875,0.8596491228070176,0.703125,0.7017543859649122,0.96875,0.9824561403508771,0.71875,0.7719298245614035
author,spleen,10x 5' v1,A35,206,121,5326.5,0.587378640776699,3.396658396066234,0.7281553398058253,0.859504132231405,0.9271844660194175,0.9008264462809917,0.8883495145631068,0.8512396694214877,0.7669902912621359,0.9090909090909091,0.5679611650485437,0.7272727272727273
author,spleen,10x 5' v1,A36,479,390,4939.0,0.81419624217119,3.0540238498741634,0.8079331941544885,0.8564102564102564,0.918580375782881,0.9230769230769231,0.8288100208768268,0.823076923076923,0.6179540709812108,0.7410256410256411,0.7411273486430062,0.8384615384615385
author,spleen,10x 5' v1,A37,345,159,3261.0,0.4608695652173913,1.3889029137791076,0.7246376811594203,0.7295597484276729,0.8782608695652174,0.8867924528301887,0.8927536231884058,0.8490566037735849,0.4260869565217391,0.7987421383647799,0.6869565217391305,0.9245283018867925
author,spleen,10x 5' v1,A52,131,26,3566.0,0.1984732824427481,1.321201297997207,0.5190839694656488,0.6538461538461539,0.7633587786259542,0.6923076923076923,0.7709923664122137,0.6923076923076923,0.21374045801526717,0.6153846153846154,0.5267175572519084,0.6153846153846154
author,spleen,10x 5' v2,582C,447,290,3411.0,0.6487695749440716,1.839895473516203,0.6062639821029083,0.6689655172413793,0.7404921700223713,0.6793103448275862,0.7337807606263982,0.7275862068965517,0.5525727069351231,0.7344827586206897,0.6085011185682326,0.7689655172413793
author,spleen,10x 5' v2,621B,320,163,3627.5,0.509375,2.296825679723421,0.725,0.7423312883435583,0.821875,0.7975460122699386,0.765625,0.754601226993865,0.359375,0.6319018404907976,0.340625,0.5460122699386503
author,spleen,10x 5' v2,637C,638,338,4788.0,0.5297805642633229,1.6236356691244969,0.799373040752351,0.8017751479289941,0.8557993730407524,0.8017751479289941,0.8213166144200627,0.7544378698224852,0.4843260188087774,0.8106508875739645,0.5783699059561128,0.849112426035503
author,spleen,10x 5' v2,640C,346,121,4452.0,0.34971098265895956,3.271774511686342,0.5,0.4628099173553719,0.7109826589595376,0.5371900826446281,0.815028901734104,0.6446280991735537,0.36416184971098264,0.8760330578512396,0.3670520231213873,0.8016528925619835
author,thoracic lymph node,10x 3' v3,D496,37,18,4500.0,0.4864864864864865,1.2522498751351625,0.5945945945945946,0.4444444444444444,0.7837837837837838,0.7777777777777778,0.8108108108108109,0.7222222222222222,0.43243243243243246,0.7222222222222222,0.5675675675675675,0.7777777777777778
author,thoracic lymph node,10x 3' v3,D503,340,325,4302.5,0.9558823529411765,2.2504929075948064,0.7470588235294118,0.7415384615384616,0.8117647058823529,0.8092307692307692,0.6852941176470588,0.68,0.7,0.7230769230769231,0.7441176470588236,0.7630769230769231
author,thoracic lymph node,10x 5' v1,A29,49,45,4320.0,0.9183673469387755,2.570166784841446,0.5918367346938775,0.5777777777777777,0.6122448979591837,0.5777777777777777,0.6938775510204082,0.6888888888888889,0.9387755102040817,0.9555555555555556,0.6326530612244898,0.6444444444444445
author,thoracic lymph node,10x 5' v1,A31,9,9,2812.0,1.0,2.6051904466974656,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.4444444444444444,1.0,1.0,0.5555555555555556,0.5555555555555556
author,thoracic lymph node,10x 5' v1,A35,60,59,4684.0,0.9833333333333333,2.818588832657419,0.7333333333333333,0.7288135593220338,0.75,0.7457627118644068,0.7666666666666667,0.7627118644067796,0.8666666666666667,0.8813559322033898,0.8166666666666667,0.8305084745762712
author,thoracic lymph node,10x 5' v1,A36,100,98,4200.5,0.98,2.731439896681103,0.49,0.47959183673469385,0.55,0.5408163265306123,0.78,0.7755102040816326,0.77,0.7755102040816326,0.73,0.7346938775510204
author,thoracic lymph node,10x 5' v1,A37,37,35,5116.0,0.9459459459459459,2.2682865091986484,0.7297297297297297,0.7428571428571429,0.918918918918919,0.9142857142857143,0.8108108108108109,0.8,0.8918918918918919,0.9428571428571428,0.918918918918919,0.9142857142857143
author,thoracic lymph node,10x 5' v1,A52,2,2,1866.0,1.0,1.6601154124915263,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0
author,thoracic lymph node,10x 5' v2,582C,41,38,3616.0,0.926829268292683,1.5776622914432066,0.7317073170731707,0.7631578947368421,0.7073170731707317,0.7105263157894737,0.6585365853658537,0.6842105263157895,0.8536585365853658,0.8947368421052632,0.8780487804878049,0.9210526315789473
author,thoracic lymph node,10x 5' v2,621B,9,6,3664.0,0.6666666666666666,1.4620064516708062,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.5555555555555556,0.8333333333333334
author,thoracic lymph node,10x 5' v2,637C,58,40,4407.0,0.6896551724137931,1.950339648121364,0.6896551724137931,0.65,0.7586206896551724,0.7,0.8448275862068966,0.825,0.6379310344827587,0.825,0.6206896551724138,0.75
author,thoracic lymph node,10x 5' v2,640C,69,65,5891.0,0.9420289855072463,2.962333079906481,0.30434782608695654,0.27692307692307694,0.30434782608695654,0.27692307692307694,0.6086956521739131,0.6153846153846154,0.8695652173913043,0.8923076923076924,0.7971014492753623,0.8153846153846154
author,thymus,10x 5' v1,A31,2,0,5870.0,0.0,0.9769119639211494,0.5,,0.5,,1.0,,0.5,,0.0,
author,transverse colon,10x 5' v1,A29,4,3,4185.5,0.75,2.2813043756543125,0.5,0.3333333333333333,0.75,0.6666666666666666,0.75,0.6666666666666666,0.75,1.0,0.75,1.0
uniform,blood,10x 3' v3,D496,82,12,4747.5,0.14634146341463414,1.0203214251531527,0.3170731707317073,0.3333333333333333,0.7317073170731707,0.8333333333333334,0.8780487804878049,0.8333333333333334,0.012195121951219513,0.0,0.0975609756097561,0.08333333333333333
uniform,blood,10x 3' v3,D503,248,116,3979.5,0.46774193548387094,1.196958117349142,0.5725806451612904,0.3793103448275862,0.6653225806451613,0.5517241379310345,0.6612903225806451,0.5517241379310345,0.32661290322580644,0.5172413793103449,0.5604838709677419,0.6206896551724138
uniform,blood,10x 5' v1,A35,14,0,4493.5,0.0,0.4738782223772697,0.21428571428571427,,0.6428571428571429,,1.0,,0.42857142857142855,,0.21428571428571427,
uniform,blood,10x 5' v1,A36,34,6,5208.5,0.17647058823529413,0.5610377651802402,0.0,0.0,0.7058823529411765,0.16666666666666666,0.8529411764705882,0.5,0.17647058823529413,0.5,0.35294117647058826,0.5
uniform,blood,10x 5' v2,637C,57,10,4879.0,0.17543859649122806,1.5244522440357897,0.8771929824561403,0.9,0.8596491228070176,0.7,0.8947368421052632,1.0,0.22807017543859648,0.6,0.45614035087719296,0.5
uniform,bone marrow,10x 3' v3,D496,154,15,4604.0,0.09740259740259741,1.492700037417974,0.7532467532467533,0.7333333333333333,0.9675324675324676,0.9333333333333333,0.8961038961038961,0.6666666666666666,0.08441558441558442,0.13333333333333333,0.33766233766233766,0.4666666666666667
uniform,bone marrow,10x 3' v3,D503,1164,258,4804.0,0.22164948453608246,1.5269420840348311,0.7044673539518901,0.5736434108527132,0.9029209621993127,0.7054263565891473,0.6993127147766323,0.5697674418604651,0.2774914089347079,0.5697674418604651,0.5824742268041238,0.6976744186046512
uniform,bone marrow,10x 5' v1,A29,15,2,3495.0,0.13333333333333333,0.5133524268145565,0.3333333333333333,0.0,0.8,0.0,0.9333333333333333,0.5,0.5333333333333333,0.5,0.4666666666666667,0.5
uniform,bone marrow,10x 5' v1,A35,46,4,5516.0,0.08695652173913043,1.1891287338288024,0.9130434782608695,1.0,1.0,1.0,0.8913043478260869,1.0,0.6956521739130435,0.75,0.34782608695652173,0.75
uniform,bone marrow,10x 5' v1,A36,17,7,4686.0,0.4117647058823529,1.2839973883167215,0.8235294117647058,0.8571428571428571,0.9411764705882353,0.8571428571428571,0.8235294117647058,0.7142857142857143,0.11764705882352941,0.2857142857142857,0.17647058823529413,0.42857142857142855
uniform,bone marrow,10x 5' v1,A37,21,4,3740.0,0.19047619047619047,1.1424276919095067,0.8095238095238095,0.75,0.8571428571428571,1.0,0.9523809523809523,0.75,0.09523809523809523,0.5,0.6666666666666666,0.75
uniform,bone marrow,10x 5' v2,621B,5,2,4463.0,0.4,1.3470559807328453,0.6,0.5,1.0,1.0,0.8,1.0,0.4,1.0,0.4,1.0
uniform,bone marrow,10x 5' v2,637C,68,24,5361.0,0.35294117647058826,1.736404725448463,0.7647058823529411,0.8333333333333334,0.9264705882352942,0.9166666666666666,0.8676470588235294,0.7083333333333334,0.35294117647058826,0.625,0.5294117647058824,0.7083333333333334
uniform,bone marrow,10x 5' v2,640C,53,6,4783.0,0.11320754716981132,2.7048161045039656,0.7169811320754716,0.3333333333333333,0.8301886792452831,0.5,0.9433962264150944,0.6666666666666666,0.20754716981132076,0.5,0.18867924528301888,0.5
uniform,duodenum,10x 5' v1,A31,1,1,3342.0,1.0,3.7648654679391207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
uniform,ileum,10x 5' v1,A35,1,1,1304.0,1.0,0.93115279500239,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
uniform,jejunal epithelium,10x 3' v3,D496,2,2,3254.5,1.0,0.6422934229002055,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
uniform,jejunal epithelium,10x 3' v3,D503,10,7,3650.5,0.7,1.9200365806343567,0.4,0.5714285714285714,0.8,0.7142857142857143,0.8,0.8571428571428571,0.4,0.42857142857142855,0.6,0.5714285714285714
uniform,jejunal epithelium,10x 5' v2,582C,11,8,2886.0,0.7272727272727273,1.1764663098180212,0.2727272727272727,0.375,0.36363636363636365,0.5,0.5454545454545454,0.5,0.8181818181818182,0.75,0.9090909090909091,0.875
uniform,jejunal epithelium,10x 5' v2,640C,8,5,4132.5,0.625,2.740164696376336,0.25,0.0,0.75,0.6,1.0,1.0,0.5,0.6,0.625,0.8
uniform,jejunum lamina propria,10x 3' v3,D496,2,1,13632.0,0.5,0.5000156533668081,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
uniform,jejunum lamina propria,10x 3' v3,D503,15,11,4660.0,0.7333333333333333,1.6354097277725104,0.6666666666666666,0.5454545454545454,0.7333333333333333,0.7272727272727273,0.8,0.8181818181818182,0.4666666666666667,0.5454545454545454,0.5333333333333333,0.5454545454545454
uniform,jejunum lamina propria,10x 5' v2,582C,2,1,3689.0,0.5,2.1113347945562677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uniform,jejunum lamina propria,10x 5' v2,637C,1,1,3931.0,1.0,2.183841964529601,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
uniform,jejunum lamina propria,10x 5' v2,640C,12,9,4093.0,0.75,2.988088088979636,0.5833333333333334,0.5555555555555556,0.75,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4166666666666667,0.4444444444444444,0.4166666666666667,0.5555555555555556
uniform,liver,10x 5' v1,A29,7,2,5794.0,0.2857142857142857,1.6612351766154885,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0
uniform,liver,10x 5' v1,A31,11,4,3779.0,0.36363636363636365,2.3216744431108904,0.8181818181818182,1.0,1.0,1.0,0.8181818181818182,1.0,0.8181818181818182,1.0,0.5454545454545454,0.75
uniform,liver,10x 5' v1,A35,16,8,5354.5,0.5,3.0435649380479086,0.75,0.875,0.9375,1.0,0.8125,0.75,1.0,1.0,0.6875,0.625
uniform,liver,10x 5' v1,A36,49,39,1254.0,0.7959183673469388,1.442970437220863,0.7959183673469388,0.8205128205128205,0.8367346938775511,0.7948717948717948,0.7551020408163265,0.717948717948718,0.42857142857142855,0.48717948717948717,0.40816326530612246,0.46153846153846156
uniform,liver,10x 5' v1,A52,103,63,4356.0,0.6116504854368932,1.8866954446276087,0.7087378640776699,0.7301587301587301,0.7864077669902912,0.7619047619047619,0.7766990291262136,0.7301587301587301,0.5436893203883495,0.6825396825396826,0.6796116504854369,0.7142857142857143
uniform,liver,10x 5' v2,637C,255,111,5211.0,0.43529411764705883,1.5878820058917995,0.8392156862745098,0.9099099099099099,0.9058823529411765,0.8738738738738738,0.8235294117647058,0.7927927927927928,0.5372549019607843,0.8288288288288288,0.6235294117647059,0.8288288288288288
uniform,liver,10x 5' v2,640C,202,59,4733.5,0.29207920792079206,2.5750154557549547,0.7574257425742574,0.7457627118644068,0.9207920792079208,0.847457627118644,0.8168316831683168,0.6949152542372882,0.3415841584158416,0.6949152542372882,0.31683168316831684,0.559322033898305
