labelling,tissue,assay,donor,n_nk,n_bright,n_unclass,median_umi,bright_frac,stress,CCL3,CCL3_bright,CCL4,CCL4_bright,CCL5,CCL5_bright,XCL1,XCL1_bright,XCL2,XCL2_bright
clean_loose,bone marrow,10x 5' v1,A29,185,31,0,3218.0,0.16756756756756758,0.6757280802540098,0.4810810810810811,0.6129032258064516,0.8432432432432433,0.7419354838709677,0.8378378378378378,0.7096774193548387,0.4540540540540541,0.5806451612903226,0.34594594594594597,0.3870967741935484
clean_loose,bone marrow,10x 5' v1,A31,19,2,0,4814.0,0.10526315789473684,1.6733068374629985,0.8421052631578947,1.0,1.0,1.0,0.7368421052631579,0.5,0.3157894736842105,0.5,0.05263157894736842,0.0
clean_loose,bone marrow,10x 5' v1,A35,159,20,0,5378.0,0.12578616352201258,1.212909246358372,0.8679245283018868,0.95,0.9811320754716981,0.9,0.9182389937106918,0.85,0.6981132075471698,0.8,0.37735849056603776,0.55
clean_loose,bone marrow,10x 5' v1,A36,74,31,0,4302.0,0.4189189189189189,1.3705135808707436,0.6216216216216216,0.5806451612903226,0.8108108108108109,0.6451612903225806,0.7702702702702703,0.6129032258064516,0.20270270270270271,0.3225806451612903,0.3783783783783784,0.3548387096774194
clean_loose,bone marrow,10x 5' v1,A37,164,27,0,3681.5,0.16463414634146342,1.1727869243863387,0.8170731707317073,0.8518518518518519,0.9024390243902439,0.9259259259259259,0.926829268292683,0.9259259259259259,0.18902439024390244,0.4444444444444444,0.6646341463414634,0.7407407407407407
clean_loose,bone marrow,10x 5' v2,621B,33,12,0,3441.0,0.36363636363636365,1.280471281003187,0.6363636363636364,0.5,0.8484848484848485,0.9166666666666666,0.7878787878787878,0.75,0.30303030303030304,0.5833333333333334,0.5454545454545454,0.5833333333333334
clean_loose,bone marrow,10x 5' v2,637C,384,100,0,4811.5,0.2604166666666667,1.707079113749755,0.734375,0.75,0.84375,0.71,0.8645833333333334,0.77,0.2786458333333333,0.56,0.4401041666666667,0.65
clean_loose,bone marrow,10x 5' v2,640C,336,42,0,4549.0,0.125,2.6959900603059688,0.6160714285714286,0.40476190476190477,0.8214285714285714,0.6904761904761905,0.8898809523809523,0.5714285714285714,0.25595238095238093,0.5476190476190477,0.2619047619047619,0.6428571428571429
clean_loose,mesenteric lymph node,10x 5' v1,A29,5,4,0,3709.0,0.8,1.591655775111779,0.8,0.75,0.8,0.75,0.8,0.75,1.0,1.0,0.6,0.5
clean_loose,mesenteric lymph node,10x 5' v1,A31,8,6,0,7351.5,0.75,1.5141506041091186,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8333333333333334,0.375,0.3333333333333333
clean_loose,mesenteric lymph node,10x 5' v1,A35,14,12,0,5050.5,0.8571428571428571,2.4789837017473957,0.6428571428571429,0.5833333333333334,0.7142857142857143,0.6666666666666666,0.6428571428571429,0.5833333333333334,0.8571428571428571,0.8333333333333334,0.7857142857142857,0.75
clean_loose,mesenteric lymph node,10x 5' v1,A36,11,9,0,5051.0,0.8181818181818182,2.458010753267123,0.7272727272727273,0.7777777777777778,0.8181818181818182,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.4444444444444444,0.7272727272727273,0.6666666666666666
clean_loose,mesenteric lymph node,10x 5' v1,A37,3,0,0,4728.0,0.0,1.5918681137385589,0.3333333333333333,,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,
clean_loose,mesenteric lymph node,10x 5' v2,621B,50,39,0,2777.5,0.78,1.789281811101312,0.62,0.5897435897435898,0.54,0.48717948717948717,0.74,0.7435897435897436,0.3,0.358974358974359,0.32,0.38461538461538464
clean_loose,mesenteric lymph node,10x 5' v2,637C,794,412,0,4519.0,0.5188916876574308,1.5126752213718941,0.7707808564231738,0.7354368932038835,0.8261964735516373,0.7839805825242718,0.7758186397984886,0.7281553398058253,0.48488664987405544,0.6407766990291263,0.5491183879093199,0.6553398058252428
clean_loose,mesenteric lymph node,10x 5' v2,640C,106,89,0,4895.5,0.839622641509434,1.9733726461180576,0.5849056603773585,0.5842696629213483,0.6509433962264151,0.6404494382022472,0.6226415094339622,0.5955056179775281,0.839622641509434,0.8314606741573034,0.7358490566037735,0.7640449438202247
clean_loose,omentum,10x 5' v1,A31,1,0,0,3217.0,0.0,0.47101821050626014,0.0,,1.0,,1.0,,1.0,,0.0,
clean_loose,omentum,10x 5' v1,A35,11,4,0,2430.0,0.36363636363636365,1.609876263561811,0.8181818181818182,0.75,0.8181818181818182,0.75,0.5454545454545454,0.25,0.2727272727272727,0.25,0.18181818181818182,0.25
clean_loose,omentum,10x 5' v1,A36,18,5,0,5621.0,0.2777777777777778,1.5937821798563228,0.6666666666666666,0.6,0.9444444444444444,1.0,1.0,1.0,0.3333333333333333,0.8,0.5555555555555556,0.8
clean_loose,omentum,10x 5' v1,A37,3,1,0,3436.0,0.3333333333333333,1.3343980451332575,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0
clean_loose,thoracic lymph node,10x 3' v3,D496,37,15,0,4500.0,0.40540540540540543,1.2522498751351625,0.5945945945945946,0.4666666666666667,0.7837837837837838,0.7333333333333333,0.8108108108108109,0.6666666666666666,0.43243243243243246,0.7333333333333333,0.5675675675675675,0.6666666666666666
clean_loose,thoracic lymph node,10x 3' v3,D503,340,272,0,4302.5,0.8,2.2504929075948064,0.7470588235294118,0.7242647058823529,0.8117647058823529,0.7904411764705882,0.6852941176470588,0.6433823529411765,0.7,0.7316176470588235,0.7441176470588236,0.7536764705882353
clean_loose,thoracic lymph node,10x 5' v1,A29,49,39,0,4320.0,0.7959183673469388,2.570166784841446,0.5918367346938775,0.5897435897435898,0.6122448979591837,0.5897435897435898,0.6938775510204082,0.7435897435897436,0.9387755102040817,0.9487179487179487,0.6326530612244898,0.6153846153846154
clean_loose,thoracic lymph node,10x 5' v1,A31,9,7,0,2812.0,0.7777777777777778,2.6051904466974656,0.4444444444444444,0.42857142857142855,0.7777777777777778,0.8571428571428571,0.4444444444444444,0.42857142857142855,1.0,1.0,0.5555555555555556,0.5714285714285714
clean_loose,thoracic lymph node,10x 5' v1,A35,60,44,0,4684.0,0.7333333333333333,2.818588832657419,0.7333333333333333,0.7045454545454546,0.75,0.6818181818181818,0.7666666666666667,0.7045454545454546,0.8666666666666667,0.8409090909090909,0.8166666666666667,0.7954545454545454
clean_loose,thoracic lymph node,10x 5' v1,A36,100,84,0,4200.5,0.84,2.731439896681103,0.49,0.4642857142857143,0.55,0.5357142857142857,0.78,0.7738095238095238,0.77,0.7857142857142857,0.73,0.7380952380952381
clean_loose,thoracic lymph node,10x 5' v1,A37,37,24,0,5116.0,0.6486486486486487,2.2682865091986484,0.7297297297297297,0.6666666666666666,0.918918918918919,0.875,0.8108108108108109,0.875,0.8918918918918919,0.9583333333333334,0.918918918918919,0.9166666666666666
clean_loose,thoracic lymph node,10x 5' v1,A52,2,1,0,1866.0,0.5,1.6601154124915263,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0
clean_loose,thoracic lymph node,10x 5' v2,582C,41,23,0,3616.0,0.5609756097560976,1.5776622914432066,0.7317073170731707,0.7391304347826086,0.7073170731707317,0.6956521739130435,0.6585365853658537,0.782608695652174,0.8536585365853658,0.9130434782608695,0.8780487804878049,0.9130434782608695
clean_loose,thoracic lymph node,10x 5' v2,621B,9,6,0,3664.0,0.6666666666666666,1.4620064516708062,0.6666666666666666,0.5,0.8888888888888888,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.5
clean_loose,thoracic lymph node,10x 5' v2,637C,58,18,0,4407.0,0.3103448275862069,1.950339648121364,0.6896551724137931,0.6111111111111112,0.7586206896551724,0.7222222222222222,0.8448275862068966,0.7777777777777778,0.6379310344827587,0.6666666666666666,0.6206896551724138,0.7222222222222222
clean_loose,thoracic lymph node,10x 5' v2,640C,69,55,0,5891.0,0.7971014492753623,2.962333079906481,0.30434782608695654,0.2545454545454545,0.30434782608695654,0.2,0.6086956521739131,0.5454545454545454,0.8695652173913043,0.8909090909090909,0.7971014492753623,0.8545454545454545
